id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
4738,US,"A tremendously rich, oaky Chard that will blast your socks off and then some. The fruit is really complex, ranging from green apples to savory ripe peaches on into tropical fruit, and there's a dusty sprinkling of cinnamon and ginger. For sur-lie freaks, there's lots of creamy, yeasty, nutty notes contributing to this delicious, hard-hitting wine.",Reserve,90,30,California,Sonoma Valley,Sonoma,NA,NA,Kunde 1998 Reserve Chardonnay (Sonoma Valley),Chardonnay,Kunde
7831,Australia,"It seems as if the emphasis is more on the oak than on the fruit. But the oak is darn tasty—toasty, vanillin and bringing all sorts of dried-spice complexities to the table. The wine is creamy and full enough to support the oak, even if the cherry-berry flavors do take a back seat. —J.C.",Wilgha,87,34,South Australia,Coonawarra,NA,Joe Czerwinski,@JoeCz,Hollick 1998 Wilgha Shiraz (Coonawarra),Shiraz,Hollick
10217,Portugal,"A fairly full, rich and creamy version of Vinho Verde, with floral and anise aromas. Big and yet refreshing, sparked by some lively spritz. The finish echoes the anise and blends in some bright lime notes as well.",Couto de Frades,85,10,Vinho Verde,NA,NA,Joe Czerwinski,@JoeCz,Quintas de Melgaço 1998 Couto de Frades Alvarinho (Vinho Verde),Alvarinho,Quintas de Melgaço
11082,France,"The nose features some plum and faint cedar aromas, but not a lot of intensity; the light black-cherry and cedar flavors incorporate some earthy nuances on the finish. Light and correct, but where's the beef?",NA,81,9,Bordeaux,Bordeaux,NA,Joe Czerwinski,@JoeCz,Michel Lynch 1998  Bordeaux,Merlot,Michel Lynch
11086,France,"Picture grandma standing over a pot of stewed prunes, which fill the dusty old house with their sickly aromas. Cooked, earthy and rustic, this wine has little going for it. Just barely acceptable.",NA,80,11,Languedoc-Roussillon,Fitou,NA,Joe Czerwinski,@JoeCz,Mont Tauch 1998 Red (Fitou),Red Blend,Mont Tauch
11103,US,"Starts off with rich, fragrant aromas of ripe peaches, mangos and flowers, with vanilla and buttery-oaky notes. There's lots of buttercream in the mouth, along with ripe, forward tropical fruit and spice flavors and a high acidity level that creates a searing, mouthwatering quality. Good stuff.",NA,91,25,California,Carneros,Napa-Sonoma,NA,NA,Etude 1998 Pinot Blanc (Carneros),Pinot Blanc,Etude
12257,Australia,"This big wine presents a sophisticated bouquet of toasty, leesy, nutty aromas. Fine depth of fruit and plenty of quality oak show here, with butterscotch, pear and apple flavors. Full-bodied and luscious, it shows the tremendous attention paid and importance assigned to this flagship white. The long, spicy finish sports complex lemon, leesy and mineral accents. To be released 5/01.",Yattarna,92,65,Australia Other,South Eastern Australia,NA,NA,NA,Penfolds 1998 Yattarna Chardonnay (South Eastern Australia),Chardonnay,Penfolds
12258,US,"Head-trained, century-old vines, provide intense scents with old vine herbal, herbaceous accents. Watermelon, hay and strawberries, intensely extracted and 17.5% alcohol. This is over-the-top winemaking, with powerful old vine fruit, and a big, extracted finish, with lingering toasty, hazelnut and vanilla highlights.",Ciapusci Vineyard,92,25,California,Mendocino Ridge,NA,Paul Gregutt,@paulgwine ,Edmeades 1998 Ciapusci Vineyard Zinfandel (Mendocino Ridge),Zinfandel,Edmeades
12273,South Africa,"Displaying style and character, this mid-weight Merlot ‘s complex nose shows classic berry, plum, mocha and earth flavors, with interesting cinnamon and olive accents. The round palate shows solid flavors of plum, cocoa and coffee as well as good texture and fruit to acid balance. Finishes with moderate tannins, offering good near-to mid-term aging potential.",NA,90,17,Stellenbosch,NA,NA,NA,NA,Jardin 1998 Merlot (Stellenbosch),Merlot,Jardin
12276,US,"Ripe, round, toasty wine, with rich, plummy fruit and a full-throttle palate feel. Nicely made and surprisingly evolved; jammy and pleasure-packed. Finishes with a pleasing fruit sweetness.",Monte Rosso Vineyard Grand Reserve,90,21,California,Sonoma Valley,Sonoma,Paul Gregutt,@paulgwine ,Villa Mt. Eden 1998 Monte Rosso Vineyard Grand Reserve Zinfandel (Sonoma Valley),Zinfandel,Villa Mt. Eden
16846,Italy,"Thin brambly aromas and wet rubber don't bode well for the mouth, which is thin, tart and dominated by pie cherries and apple skins. A long, starching finish sends it on its way without much charm.",Le Mandorlae,80,11,Tuscany,Morellino di Scansano,NA,Michael Schachner,@wineschach,Baroncini 1998 Le Mandorlae  (Morellino di Scansano),Sangiovese,Baroncini
17860,US,"The nose of this Russian River Valley, single-vineyard offering shows positive dark berry fruit bearing mild meaty accents.  Made in a lighter style, the flavors follow the aromatic opening and the wine finishes dry with medium tannins, red berry and tea notes.",Ricci Vyd,85,25,California,Russian River Valley,Sonoma,NA,NA,Mayo 1998 Ricci Vyd Zinfandel (Russian River Valley),Zinfandel,Mayo
