id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
41,US,"A stiff, tannic wine, this slowly opens and brings brambly berry flavors into play, along with notes of earthy herbs. There's a touch of bitterness to the tannins.",NA,86,22,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Hawkins Cellars 2009 Pinot Noir (Willamette Valley),Pinot Noir,Hawkins Cellars
279,Italy,"This oak-fermented Sauvignon (in an artsy, screwcap bottle) delivers a rich, spicy finish and thick layers of peach, citrus, tomato leaf and honey-like aromas. It's a gorgeous wine that is an absolute pleasure to drink.",NA,89,52,Northeastern Italy,Alto Adige,NA,NA,NA,Franz Haas 2009 Sauvignon (Alto Adige),Sauvignon,Franz Haas
605,Argentina,"Mild berry and cherry aromas are standard and slightly oaky. The palate on this blend of Malbec, Merlot, Cabernet Sauvignon and Syrah is choppy and tannic, while earthy flavors of cherry and plum are pushed by firm acids. This finishes tannic, with coffee and herbal flavors.",Gran Reserve Winemaker's Selection,87,30,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),Red Blend,Proemio
1572,France,"Just across the road from Pétrus, la Fleur-Pétrus shares some of the same intensity. There is great fruit here, rounded and powerful with the ripest character. It is open, generous, ready to drink. The tannins lead into the purest acidity, letting the fruit sing.",NA,96,NA,Bordeaux,Pomerol,NA,Roger Voss,@vossroger,Château la Fleur-Pétrus 2009  Pomerol,Bordeaux-style Red Blend,Château la Fleur-Pétrus
1582,France,"One of the peculiarities of St.-Émilion's classification is that Canon la Gaffelière is not classed in the top rung. Because, as this wine shows, it produces superb wines. This is ripe while so elegant, with great intensity and sweet perfumes.",NA,95,110,Bordeaux,Saint-Émilion,NA,Roger Voss,@vossroger,Château Canon la Gaffelière 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon la Gaffelière
1793,Italy,"This earthy wine opens with aromas of meat juices, baking spices and black fruit together with notes of leather and balsam. The rich palate delivers dark red cherry layered with mint and a tad of milk chocolate alongside dusty tannins. It' well balanced and should age moderately well. Drink 2016–2024.",Grazia,91,NA,Tuscany,Brunello di Montalcino,NA,Kerin O’Keefe,@kerinokeefe,Bolsignano 2009 Grazia  (Brunello di Montalcino),Sangiovese,Bolsignano
1869,Italy,"Poggio al Merli is a 100% Merlot that shows a perfect marriage between variety and territory. It's an opulent, soft and round wine that is woven tight with blackberry, pipe tobacco, rum cake and a touch of black olive. Velvety tannins drive a long, intense finish.",Poggio ai Merli,93,75,Tuscany,Toscana,NA,NA,NA,Castellare di Castellina 2009 Poggio ai Merli Merlot (Toscana),Merlot,Castellare di Castellina
1880,France,"Densely rich, very sweet wine. It has some smoky tannins that give structure, along with a dark core of dry raisin and wood flavors. It has concentration and an opaque texture.",NA,93,270,Bordeaux,Pomerol,NA,Roger Voss,@vossroger,Château La Conseillante 2009  Pomerol,Bordeaux-style Red Blend,Château La Conseillante
1936,US,"With a bit of Merlot, Petit Verdot and Malbec, this Cab is marked by hard tannins and blackberry and cherry jam, black currant and oak flavors. The finish is gripping, however, it's pretty tart, and you have to wonder if that sharpness will ever age out. Decant and drink up.",Napa Cuvée,87,60,California,Napa Valley,Napa,NA,NA,Cade 2009 Napa Cuvée Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cade
1950,US,"This Bordeaux-style blend remains a fair value, showing some sweet barrel spices along with opening fruit flavors of red and black berry. It thins out in the middle and finishes with a simple, fruity flourish.",NA,86,15,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,O•S Winery 2009 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,O•S Winery
