id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
196,Italy,"Pancole is a pretty expression of Tuscany's popular Vernaccia di San Gimignano with a luminous, bright appearance and pristine aromas of stone and passion fruits. The wine is lean and tonic with spicy notes on the finish.",Pancole,87,18,Tuscany,Vernaccia di San Gimignano,NA,NA,NA,Cesani 2007 Pancole  (Vernaccia di San Gimignano),Vernaccia,Cesani
245,Argentina,"Not exactly a world-class white wine but at least it smells and tastes like Chardonnay. The nose offers some butter and lemon curd, while the palate is jumpy and tastes like a mix of pear, apple and spice. A fresh, young wine that should be drunk soon.",Reserve,85,12,Other,San Juan,NA,Michael Schachner,@wineschach,Finca Las Moras 2007 Reserve Chardonnay (San Juan),Chardonnay,Finca Las Moras
335,Italy,"There's a unique note here of mature fruit, chopped basil or peppermint with a hint of spice or chopped white peppercorn. The bubbling seems less frothy and the wine has a flat, big feel in the mouth. Grapes were farmed organically and the wine is from the 2007 vintage, which may explain its distinctive style.",Arió Extra Dry,86,15,Veneto,Prosecco di Conegliano,NA,NA,NA,L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
402,Chile,"Formerly doing business as “Shiraz,” this Syrah from Bisquertt offers a huge purple tint, roasted aromas of blackberry and campfire, and a ripe, grapey palate that brims with simple, racy black cherry, pepper and other driving flavors. Not timid by any means but also nothing out of the ordinary.",Casa la Joya Reserve,85,11,Colchagua Valley,NA,NA,Michael Schachner,@wineschach,Viña Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),Syrah,Viña Bisquertt
413,Italy,"Here's an organically grown Prosecco with citrusy notes of lime and grapefruit backed by white mineral and orange blossom. The wine is firm and slightly sweet on the finish and offers an easy, no-fuss experience overall.",NA,85,13,Veneto,Prosecco del Veneto,NA,NA,NA,Pizzolato 2007  Prosecco del Veneto,Prosecco,Pizzolato
747,US,"A nice Pinot Noir, dry and elegant, and if it's somewhat one-dimensional, it packs a lot of flavor. With rich raspberry, red licorice, bacon and spice flavors, it's a lovely wine to drink now.",NA,87,24,California,Sonoma Coast,Sonoma,NA,NA,William Knuttel 2007 Pinot Noir (Sonoma Coast),Pinot Noir,William Knuttel
900,Spain,"It has taken a few years but Morlanda has reached a nice place with this wine. Look for ripeness and concentrated black fruit aromas, and then a ripe palate with herbal blackberry and chocolate. Smooth on the finish, with a tiny bit of burn. Drink now through 2014.",Criança,90,48,Catalonia,Priorat,NA,Michael Schachner,@wineschach,Morlanda 2007 Criança Red (Priorat),Red Blend,Morlanda
993,France,"A delicious wine, the Chenin Blanc giving both mineral and spice flavors, contrasting with the richer Chardonnay. Apricot and sweet melon flavors are supported by a fine, surprisingly complex structure. Fresh currants mark the refreshing finish.",NA,88,12,Southwest France,Vin de Pays des Côtes de Gascogne,NA,Roger Voss,@vossroger,Domaine du Tariquet 2007 Chenin Blanc-Chardonnay (Vin de Pays des Côtes de Gascogne),Chenin Blanc-Chardonnay,Domaine du Tariquet
1004,France,"Full, firm white wine that gives good green fruit and pear flavors, lifted with spice from wood. The wine is round, while still retaining crispness from grassy acidity, and offers a good depth of plum skin structure and flavor.",Marjolaine,88,25,Southwest France,Montravel,NA,Roger Voss,@vossroger,Château Puy-Servain 2007 Marjolaine  (Montravel),Bordeaux-style White Blend,Château Puy-Servain
1043,Austria,"The lightest in a range of Grüner Veltliner from Hans Setzer. This is a green apple and grapefruit flavored wine, all lightness, freshness and crispness. There is a green plum skin tang to it, added to citrus.",Vesper,85,20,Niederösterreich,NA,NA,Roger Voss,@vossroger,Setzer 2007 Vesper Grüner Veltliner (Niederösterreich),Grüner Veltliner,Setzer
1044,Italy,"The wine boasts a pretty golden hue and segues to tones of almond skin, stone fruit, nut and cardboard. It feels smooth and rich in the mouth and has some tart citrus flavors on the close.",Rive Alte,85,17,Northeastern Italy,Isonzo del Friuli,NA,NA,NA,Tenuta Luisa 2007 Rive Alte Pinot Grigio (Isonzo del Friuli),Pinot Grigio,Tenuta Luisa
1251,Germany,"Pretty standard dry Riesling but done well, marrying bold fruit aromas of apple, pear and melon with undercurrents of spice and minerality. It's medium-bodied, harmonious and shows excellent persistence on the finish.",X-treme,88,22,Pfalz,NA,NA,Joe Czerwinski,@JoeCz,Leo 2007 X-treme Riesling (Pfalz),Riesling,Leo
1276,US,"Rugged and astringent in texture, with jammy blackberry and spice flavors.",Estate Grown,84,70,California,Sonoma Valley,Sonoma,NA,NA,Petroni 2007 Estate Grown Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Petroni
1853,US,"Volatile and sharp, this well-aged (though current) release tastes of vanilla, maple syrup and cut tobacco. After lengthy aging (48 months) in 60% new oak, the wood flavors have taken over.",NA,83,25,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,EdenVale 2007 Syrah (Rogue Valley),Syrah,EdenVale
1983,Italy,"This Syrah offers bright tones of leather, cured meat and blackberry. Smooth and long-lasting, the palate boasts loads of bright berries.",Schietto,88,19,Sicily & Sardinia,Sicilia,NA,NA,NA,Principi di Spadafora 2007 Schietto Syrah (Sicilia),Syrah,Principi di Spadafora
2052,US,"A beautifully accessible wine, polished, pretty and likeable now for its gentle texture and silky tannins. The sweet cherry and raspberry fruit is encircled with a coat of fancy smoked oak. Made from 100% Cabernet, the wine is balanced enough to gain bottle complexity for a decade.",NA,92,48,California,Rutherford,Napa,NA,NA,Sawyer 2007 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Sawyer
2369,Italy,"This opens with funky but not unpleasant aromas that soon burn off to reveal earthy notes and mature black fruit. The palate shows a very ripe—almost overripe—blackberry flavor, with mushroom and tobacco leaf accents. While the ripe fruit still has immediate appeal, this is getting tired, so drink soon.",NA,88,85,Veneto,Amarone della Valpolicella,NA,Kerin O’Keefe,@kerinokeefe,Trabucchi d'Illasi 2007  Amarone della Valpolicella,Red Blend,Trabucchi d'Illasi
2998,Italy,"Aromas of orchard fruit, dried herb and toasted bread crust lead the nose. The creamy palate offers mature apple, white peach, nectarine and mineral alongside an elegant perlage that carries through to the bone-dry yet succulent finish.",Secolo Novo Giovanni Biatta Metodo Classico,91,66,Lombardy,Franciacorta,NA,Kerin O’Keefe,@kerinokeefe,Le Marchesine 2007 Secolo Novo Giovanni Biatta Metodo Classico Chardonnay (Franciacorta),Chardonnay,Le Marchesine
3473,Portugal,"A fresh, juicy wine with berry fruits, ripe but intense tannins and a black cherry flavor. There is a delicious, final burst of acidity.",Porca de Murça Tinto,88,10,Douro,NA,NA,Roger Voss,@vossroger,Real Companhia Velha 2007 Porca de Murça Tinto Red (Douro),Portuguese Red,Real Companhia Velha
