id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1058,US,"This is the kind of wine someone serves at a big party, maybe in paper cups, along with the canapes, and you're delighted because it's actually pretty good. It's dry, soft and chocolaty, with a rich undertow of blackberries and currants.",NA,85,16,California,Central Coast,Central Coast,NA,NA,Bridgeway 2004 Syrah (Central Coast),Syrah,Bridgeway
1489,Italy,"Here's a delicate, feminine Sangiovese with a thin consistency and mature aromas of forest berry, raspberry, black olive and spice. It's a bit thorny in places with sour notes on the finish but it would pair well with pasta or pizza.",NA,85,12,Tuscany,Toscana,NA,NA,NA,Castello di Monastero 2004 Sangiovese (Toscana),Sangiovese,Castello di Monastero
1908,Australia,"A soft, medium-bodied wine that tends toward bright, red-berried fruit, this is a solid everyday Cabernet. Cedar and tobacco-leaf notes accent the cherry-berry fruit, while hints of vanilla and caramel linger elegantly on the finish. Drink now.",NA,88,14,Australia Other,South Eastern Australia,NA,Joe Czerwinski,@JoeCz,Nugan Family Estates 2004 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,Nugan Family Estates
3296,US,"Soft and fruity, this Bordeaux blend has a splash of Syrah. It's dry and grippy in tannins, and there's a dried herb edge to the blackberry fruit. Finishes polished and elegant, but the softness suggests early drinking.",Proprietary Red Wine,87,55,California,Oak Knoll District,Napa,NA,NA,Corley 2004 Proprietary Red Wine Red (Oak Knoll District),Cabernet Blend,Corley
3468,US,"A robust, softly tannic and powerfully ripe wine showing flavors of cherry pie filling, cola, raisins, red licorice and dusty Asian spices. This dry Bordeaux-style blend contains some Petite Sirah, and is at its best now–2012.",Maestro,88,48,California,Paso Robles,Central Coast,NA,NA,Hunt Cellars 2004 Maestro Red (Paso Robles),Red Blend,Hunt Cellars
5704,Italy,"From one of the best vintages in the last 15 years, this classic Barolo needs to be opened a couple of hours ahead of time to breathe. It's a bit shy on aromas but the palate delivers dried cherry, fig, tobacco, white pepper and black tea flavors. Youthful acidity accompanies silky tannins in this wine that is just starting to develop complexity. Drink through 2024.",Riserva,91,50,Piedmont,Barolo,NA,Kerin O’Keefe,@kerinokeefe,Villadoria 2004 Riserva  (Barolo),Nebbiolo,Villadoria
6511,Spain,"There's virtually no bouquet to this wine, and the palate follows suit with a flat feel and hollow, faded flavors of balsamic-doused cherry and herb. It seems aged and dried out.",Reserva,83,10,Central Spain,La Mancha,NA,Michael Schachner,@wineschach,Finca Vieja 2004 Reserva Tempranillo (La Mancha),Tempranillo,Finca Vieja
7709,France,"This is overpowering, almost too much. The fruit is so rich it feels overextracted, superjuicy and then hit with tannins and new wood. For those who like superconcentrated wines, this will be a big hit, but not with food.",NA,86,60,Bordeaux,Bordeaux,NA,Roger Voss,@vossroger,L'Egrégoire 2004  Bordeaux,Bordeaux-style Red Blend,L'Egrégoire
11553,Italy,"This attractive Barolo offers excellent density and purity of fruit. It's a modern, well concentrated expression of Nebbiolo with plush notes of black cherry, spice, licorice and blue flowers. The wine is firm and unyielding with a determined mouthfeel and pretty flavors of spice and mineral.",Conca,92,88,Piedmont,Barolo,NA,NA,NA,Renato Ratti 2004 Conca  (Barolo),Nebbiolo,Renato Ratti
13094,Italy,"This compact and lean Barolo Riserva opens with a light but luminous ruby color with amber highlights. The aromas here are elegant and ethereal with loads of menthol, balsam and root beer-like overtones. In the mouth, this is a particularly polished and silky wine.",Arione dell'Ulivo Riserva,89,NA,Piedmont,Barolo,NA,NA,NA,Gigi Rosso 2004 Arione dell'Ulivo Riserva  (Barolo),Nebbiolo,Gigi Rosso
13109,Italy,"Here's a Riserva Barolo from the excellent 2004 vintage with elegant and traditional characteristics and evolved aromas of smoked meat, pressed fruit, chopped spice and moist earth. The wine seems older than it is and ends with meaty flavors of cured beef and honey roasted ham.",Sotto Castello di Novello Riserva,89,50,Piedmont,Barolo,NA,NA,NA,Piazzo Armando 2004 Sotto Castello di Novello Riserva  (Barolo),Nebbiolo,Piazzo Armando
17531,US,"Here's a rich, soft, gently approachable red wine for big beef stews and barbecue. Full-bodied and dry, it's power-packed in blackberries, currants, carob, violets and raisins, with a coat of sweet smoky oak. Drink now through 2010.",Cépage,89,34,California,Lake County,NA,NA,NA,Zina Hyde Cunningham 2004 Cépage Red (Lake County),Red Blend,Zina Hyde Cunningham
19480,Italy,"Here's a thin, lean and easy-to-drink Sangiovese with a pretty aromatic ensemble of spice, blueberry and roasted nut.",Tegole,85,6,Tuscany,Toscana,NA,NA,NA,Piccini 2004 Tegole Sangiovese (Toscana),Sangiovese,Piccini
