id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
77,Australia,"This medium-bodied Chardonnay features aromas of pineapple and roasted cashew. Similar notes of ripe pineapple and nuts mark the palate, then ease to a rather soft, easy finish. Drink now.",Made With Organic Grapes,86,18,South Australia,South Australia,NA,Joe Czerwinski,@JoeCz,Yalumba 2016 Made With Organic Grapes Chardonnay (South Australia),Chardonnay,Yalumba
86,US,"Vibrant aromas of ripe pear, white flowers and melon are followed by a just off-dry palate, with lean fruit flavors.",NA,86,20,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Palencia 2016 Albariño (Ancient Lakes),Albariño,Palencia
1080,US,"As characterful as the dry version but with lower alcohol and a slight hint of sweetness, this boasts powerful tangerine, quince and Meyer lemon fruit. Its electric acidity keeps it vivid and beautifully balanced. Delicious now, it's also cellar-worthy.",Ribbon Ridge Estate,94,32,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2016 Ribbon Ridge Estate Riesling (Ribbon Ridge),Riesling,Trisaetum
1538,France,"Light and fruity, this is a crisp wine with good acidity. a tangy character and a yeasty edge. Drink now.",NA,85,15,Bordeaux,Bordeaux Rosé,NA,Roger Voss,@vossroger,Château Lauduc 2016 Rosé (Bordeaux Rosé),Rosé,Château Lauduc
1551,Portugal,"The blend of Fernão Pires and Arinto is a classic for the region. It gives a light and perfumed wine with a creamy texture and plenty of balancing acidity. Bright and fruity, the wine has just a final tang to add crispness. Drink now.",Casa Ermelinda Freitas Monte da Baía Branco,85,12,Península de Setúbal,NA,NA,Roger Voss,@vossroger,Wines & Winemakers 2016 Casa Ermelinda Freitas Monte da Baía Branco White (Península de Setúbal),Portuguese White,Wines & Winemakers
1555,Portugal,This is a soft wine with its creamy fruits assimilated into the tangy texture. There is plenty of acidity to give this wine its cool character as well as its citrus and green-apple flavors. Drink now.,Arca Nova Branco,85,9,Vinho Verde,NA,NA,Roger Voss,@vossroger,Quinta das Arcas 2016 Arca Nova Branco White (Vinho Verde),Portuguese White,Quinta das Arcas
4622,US,"And now for something completely different, this wine explodes in whole-cluster, carbonic freshness and surprise. It's a light cerebral take on the variety that delights at every turn. Stainless-steel fermented and aged, it's loaded in raspberry and cherry-jam flavors and dipped in black licorice. It's fresh, fruity and entirely memorable.",Springloaded Monkey Paw Luc's Vineyard,94,41,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Sheldon 2016 Springloaded Monkey Paw Luc's Vineyard Tempranillo (Sonoma County),Tempranillo,Sheldon
6004,US,"Made from Robert Young-cloned grapes, this wine is perfumed in exotic lychee and briny, salty oak. Fulsome flavors of apple skin are generously expansive on the full-bodied palate.",NA,90,33,California,Napa Valley,Napa,Virginie Boone,@vboone,Mira 2016 Chardonnay (Napa Valley),Chardonnay,Mira
6339,US,"Another clean and tasty bottling from this label's numbered series, this shows light nectarine and lemon aromas on the nose. The texture is grippy and bright in acidity, offering crunchy Asian pear flavors that prove quite refreshing, with decent length.",152,91,12,California,San Bernabe,Central Coast,Matt Kettmann,@mattkettmann,Noble Vines 2016 152 Pinot Grigio (San Bernabe),Pinot Grigio,Noble Vines
6982,Australia,"On the riper spectrum rather than youthful and fresh, this shows wet wool, ripe lemons and stone fruit, with a hint of green beans and florals. The palate is backed by searing acidity and a slightly woolly texture. Rather simple in style but it clearly shows the characters of both the Sauvignon Blanc and the Sémillon.",NA,86,20,Western Australia,Margaret River,NA,NA,NA,Clairault 2016 Sauvignon Blanc-Semillon (Margaret River),Sauvignon Blanc-Semillon,Clairault
7193,US,"Aged entirely in stainless steel tanks, this carries a light touch (7 g/L) of residual sugar but remains sharp, even edgy, with bright acidity and pine needle highlights. Ripe apple and pineapple flavors carry through the clean and refreshing finish.",INOX Unoaked,90,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2016 INOX Unoaked Chardonnay (Willamette Valley),Chardonnay,Chehalem
7208,France,"This is a finely textured wine, shining with the granite soil of the vineyard. Its acidity and crisp apple flavors are still young, still tight. Give this delicious wine until late 2017 to drink.",Sur Lie,90,16,Loire Valley,Muscadet Sèvre et Maine,NA,Roger Voss,@vossroger,Gadais Père et Fils 2016 Sur Lie  (Muscadet Sèvre et Maine),Melon,Gadais Père et Fils
7463,Chile,"With Carmenère and País in the blend along with Carignan, this shows a lot of “old country” character, namely a saucy, savory nose with herbal red-berry hints. Herbal plum and peppery flavors fade on an undistinguished finish.",Canto Sur,86,15,Maule Valley,NA,NA,Michael Schachner,@wineschach,J. Bouchon 2016 Canto Sur Red (Maule Valley),Red Blend,J. Bouchon
7617,US,"Just a single barrel of this wine was produced. Although it's a 2016, the wine is a straw gold and seems well on the way to maturity. Ripe and tangy apples and pears abound, with a squirt of lemon juice. Drink now through 2018.",NA,87,20,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Freja 2016 Albariño (Chehalem Mountains),Albariño,Freja
7635,US,"A small portion of this wine (10%) is barrel fermented, which seems to slightly soften and round out the feel. Fleshy pear and apple comes with a hint of honey on the palate.",L Cuvée,87,18,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Apolloni 2016 L Cuvée Pinot Gris (Willamette Valley),Pinot Gris,Apolloni
7753,Austria,"The nose is very shy, giving little away apart from slight citrus. Everything happens on the palate, with tender but ripe pear fruit gently edged with zesty citrus. A tingle of white pepper along the lemon peel creates a vividly fresh but light wine. It's clean and totally refreshing, with a long finish.",Terrassen,91,17,Traisental,NA,NA,Anne Krebiehl MW,@AnneInVino,Markus Huber 2016 Terrassen Grüner Veltliner (Traisental),Grüner Veltliner,Markus Huber
7766,Austria,"The merest touch of peach and Golden Delicious apple plays on the nose. The palate features lively lemon notes on a very slender, brisk and fresh palate, along with a tiny bit of spritz. It shows a depth of fruit: a wine for lovers of subtlety. The crisp apple-peel finish is totally moreish.",Anning,91,19,Thermenregion,NA,NA,Anne Krebiehl MW,@AnneInVino,Stadlmann 2016 Anning Weissburgunder (Thermenregion),Weissburgunder,Stadlmann
8614,US,"This wine opens with a perfumed nose of lavender and geranium. Wafts of blueberry, raspberry and red plum abound and carry through to the palate, which is also quite floral. Nicely balanced, easy to enjoy, the finish is smooth and flavorful but doesn't last long.",B,86,28,Virginia,Virginia,NA,Carrie Dykes,NA,Bogati 2016 B Malbec (Virginia),Malbec,Bogati
8629,Portugal,"This rich blend of Alicante Bouschet, Touriga Nacional and Alfrocheiro is all fruit without any oak aging. That gives the wine a ripe black-fruit character, balanced with acidity and a light touch of spice. Drink this attractive wine now.",Pouca Roupa,86,12,Alentejano,NA,NA,Roger Voss,@vossroger,J. Portugal Ramos 2016 Pouca Roupa Red (Alentejano),Portuguese Red,J. Portugal Ramos
8631,Italy,"Sour cherry, apple and a hint of baking-spice aromas carry over to the easygoing palate along with a confectionery note. It's bright and simple, with fresh acidity.",NA,86,16,Veneto,Bardolino Chiaretto,NA,Kerin O’Keefe,@kerinokeefe,Massimo Ronca 2016  Bardolino Chiaretto,Red Blend,Massimo Ronca
