id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
377,Greece,"A fresh, tangy, vibrant wine that has ripe green plum and apple flavors alongside a layer of full, forward fruit.",Vigneto Massoni,88,NA,Naoussa,NA,NA,Roger Voss,@vossroger,Zenato 2001 Vigneto Massoni White (Naoussa),White Blend,Zenato
379,Italy,"This blend of Chardonnay, Nosiola and Pinot Bianco offers up apples and cream on the nose, along with flavors of peach and citrus. It's a comfortable mix of fruit that finishes lively and fresh, making it a fine apéritif.",Bianco dei Sorni,88,15,Northeastern Italy,Trentino,NA,Joe Czerwinski,@JoeCz,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis
383,Italy,"This lovely Chardonnay has just the right blend of juicy peaches and subtle herbs and flowers to make it easy to drink, yet interesting enough to hold your attention. Finishes long and mouthwatering.",Vigneto Santa Cecilia,88,9,Veneto,Valdadige,NA,Joe Czerwinski,@JoeCz,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Chardonnay,Tommasi
5640,Spain,"Ripe, sweet and stylish, with blackberry, root beer and herb aromas. Bulky yet balanced, with black cherry fruit that comes at you in jammy style. Black tea, ground spices, coffee and raw oak work the finish. A dark and handsome wine, but one that isn't overly complex and is ready to drink now through 2011.",Real De Asúa,90,145,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,CVNE 2001 Real De Asúa  (Rioja),Tempranillo,CVNE
7441,South Africa,"The acidity is in the forefront, with little structure or fruit to fill it out. The fruit displays notes of milk chocolate, red plum and fresh herbs. The toast and oakspice ride nicely on the clean finish.",NA,85,20,Stellenbosch,NA,NA,NA,NA,Ken Forrester 2001 Merlot (Stellenbosch),Merlot,Ken Forrester
12235,US,"From Pride's estate 2,100 feet up in the Mayacamas, another in a string of impressive Viogniers. Follows the pattern of tempering the varietal's over the top character with barrel fermentation and lees aging. The result is a wine with the density of a big Chardonnay, but with Viognier's rich, yummy array of fruity flavors.",NA,90,40,California,Sonoma County,Sonoma,NA,NA,Pride Mountain 2001 Viognier (Sonoma County),Viognier,Pride Mountain
19132,US,"Higher in acids and lower in sugar than the regular bottling, and shares most of the same charactertistics. Packed with jammy white stone fruit and floral flavors. Lees adds a rich, creamy texture. Still, it's not a dry wine, and is best matched with dishes with some sweetness.",Reserve,86,20,Oregon,Oregon,Oregon Other,NA,NA,King Estate 2001 Reserve Pinot Gris (Oregon),Pinot Gris,King Estate
19642,US,"Even at six-plus years, and despite its origin in superstar grower's Beckstoffer's vineyards, this Cab has an imbalanced sweetness. The sugariness of the blackberry flavors accentuates the tannins, making them awkward and sharp. Not going anywhere, so drink up.",NA,84,59,California,Rutherford,Napa,NA,NA,Oakford 2001 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Oakford
21411,France,"Mainly from grand cru vineyards in Cramant, this is a ripe, smooth, creamy wine whose minerality is subordinated to rich white fruits and a pure, dense structure. Despite its relative youth, the richness means this wine is ready to drink now.",Grand Cru Blanc de Blancs Brut,91,NA,Champagne,Champagne,NA,Roger Voss,@vossroger,Colin 2001 Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Colin
24656,New Zealand,"Crisp and refreshing for a Gewürz, a variety that can often get overblown. Peppery floral scents mingle with green apples, moving smoothly into pineapple, peach and pear fruit flavors. Minty-fresh greens emerge to play a leading role on the long, clean finish.",NA,88,12,Marlborough,NA,NA,Joe Czerwinski,@JoeCz,Spy Valley 2001 Gewürztraminer (Marlborough),Gewürztraminer,Spy Valley
25645,US,"Smells rich and decadent, with aromas of orange marmalade and honey, but still maintains refreshing touches of citrus and pineapple throughout. It's thick and rich in the mouth, and finishes long, with excellent balance. This can easily compete with Canadian ice wines.",Ice,90,32,New York,Finger Lakes,Finger Lakes,Joe Czerwinski,@JoeCz,Standing Stone 2001 Ice Riesling (Finger Lakes),Riesling,Standing Stone
29564,US,"Fairly light and innocuous; you really have to make an effort to draw anything from the nose. The palate is sweet and sugary, especially for Pinot Gris, which should be more dry and snappy. And that sweetness carries onto the finish and all the way out the back door. Not offensive, but overly sweet and thick given the grape and origin.",NA,83,14,Oregon,Oregon,Oregon Other,Michael Schachner,@wineschach,Silvan Ridge 2001 Pinot Gris (Oregon),Pinot Gris,Silvan Ridge
