id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
70,US,"Aromas of vanilla, char and toast lead to light creamy stone fruit and canned-corn flavors. It provides appeal but the oak seems overweighted.",NA,86,12,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Drumheller 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,Drumheller
88,Italy,"Subdued aromas of French oak, toast and acacia waft out of the glass. The rather lean palate offers oak-driven spice, chopped herb and a hint of citrus set against racy acidity. It's rather shy on fruit richness.",Le Mandorle Riserva,86,29,Tuscany,Vernaccia di San Gimignano,NA,Kerin O’Keefe,@kerinokeefe,Poggio Alloro 2014 Le Mandorle Riserva  (Vernaccia di San Gimignano),Vernaccia,Poggio Alloro
742,France,"This wine has acidity and a good balance between the fresh, crisp character and the richer yellow fruits. It is ready to drink.",NA,85,20,Burgundy,Saint-Véran,NA,Roger Voss,@vossroger,Paul Reitz 2014  Saint-Véran,Chardonnay,Paul Reitz
798,France,"With ripe Merlot dominating this fine, blackberry flavored wine, it is fruity and rich. The acidity gives a crisper edge to the wine while the tannins come from a dry core. It is a wine in progress, full of potential and likely to be ready to drink from 2018.",NA,90,17,Bordeaux,Fronsac,NA,Roger Voss,@vossroger,Château Mayne Vieil 2014  Fronsac,Bordeaux-style Red Blend,Château Mayne Vieil
866,Australia,"This is ripe, rich and even a touch tannic—almost more of a light red than a true rosé. This makes it ideally suited to serve alongside summer's various grilled meats. Raspberry and cola flavors finish spicy and round.",Handpicked Grenache,90,25,South Australia,McLaren Vale,NA,Joe Czerwinski,@JoeCz,Beresford 2014 Handpicked Grenache Rosé (McLaren Vale),Rosé,Beresford
869,US,"The most reserved of this winery's Grenache studies, this bottling shows baked red cherry, red currant, cola and slate on the nose. An iron-based minerality shows on the earthy palate, which also offers chipped slate, cranberry and tart cherry elements. It's a tad light but still intriguingly textured.",Larner,90,42,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Casa Dumetz 2014 Larner Grenache (Ballard Canyon),Grenache,Casa Dumetz
935,France,"From a estate in the Marmet family since 1990, the wine has ripe Merlot flavors that give a generous character. Big, bold fruitiness dominates this wine whose structure is firm while smooth. Drink starting from 2019.",Vieilles Vignes,87,14,Bordeaux,Blaye Côtes de Bordeaux,NA,Roger Voss,@vossroger,Château Ségonzac 2014 Vieilles Vignes  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Ségonzac
941,Spain,"Cool aromas of cola, leather and black cherry set up a fairly full but fresh palate with moderate creamy weight. This tastes reedy and spicy, with wild-berry fruit, peppery notes and a distinct flavor of creamy oak. On the finish, this is oaky and herbal tasting.",Goru Verde,87,15,Levante,Jumilla,NA,Michael Schachner,@wineschach,Ego Bodegas 2014 Goru Verde Monastrell (Jumilla),Monastrell,Ego Bodegas
950,US,"With a richness to the nose, this wine possesses a medium-sized body and moderate acidity, showcasing ripe apple, pear and tropical elements. The finish is focused in simple notions of preserved lemon and pineapple.",NA,87,40,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Vine Cliff 2014 Chardonnay (Los Carneros),Chardonnay,Vine Cliff
1122,US,"While ebulliently peachy and floral on the nose, savory notes of dried reeds and savory herbs overwhelm the fruit flavors in this dry, light-bodied Riesling. It's crisp and refreshingly composed, but finishes a bit short. Drink now.",Zero Degree Dry,84,16,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,NA,Three Brothers 2014 Zero Degree Dry Riesling (Seneca Lake),Riesling,Three Brothers
1132,France,"This soft, jammy and fruity wine is ready to drink, with black-currant flavors that are ripe and rounded. Only the lightest tannins gives any structure to this wine that is immediately accessible.",NA,84,14,Bordeaux,Bordeaux,NA,Roger Voss,@vossroger,Château les Joyeuses 2014  Bordeaux,Bordeaux-style Red Blend,Château les Joyeuses
1138,Italy,"This informal rosato offers delicate aromas and flavors of wild red berry and blood orange. It's rather lean and diluted, with bracing acidity.",Frà,84,10,Southern Italy,Basilicata,NA,Kerin O’Keefe,@kerinokeefe,Grifalco 2014 Frà Rosato (Basilicata),Rosato,Grifalco
1146,Italy,"With the pale color of onion skin, this rosé has muted aromas of damp earth and dried rose petal. The lean, diluted palate reveals suggestions of red berry alongside brisk acidity.",NA,83,NA,Southern Italy,Campania,NA,Kerin O’Keefe,@kerinokeefe,Nugnes 2014 Rosato (Campania),Rosato,Nugnes
1186,France,"This tangy wine has attractive acidity and a tightly coiled mineral texture. Apple and lemon flavors shoot right through the bright, crisp texture. Drink from 2017.",NA,88,14,Burgundy,Mâcon-Villages,NA,Roger Voss,@vossroger,Cave des Vignerons de Buxy 2014  Mâcon-Villages,Chardonnay,Cave des Vignerons de Buxy
1231,US,"Extreme concentration combined with a velvety texture make this inky-dark wine made from Tannat and Dornfelder compelling to taste. The color is black with a thin ruby rim while black cherry, cedar and tobacco fill the aroma and crème de cassis meets espresso on the palate. The mouthfeel is polished as very fine-grained tannins blend with a rich viscosity.",Vasthoudend,93,40,California,Monterey,Central Coast,Jim Gordon,@gordone_cellars,White Hart Wine 2014 Vasthoudend Red (Monterey),Red Blend,White Hart Wine
1392,US,"Cola, black cherry and crushed purple flowers show on the nose of this bottling, one of the first reds to emerge from the 2014 vintage. It's light and energetic on the palate, with tangy cranberry juice and a touch of licorice.",Hicks Family Vineyard,88,48,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Apriori 2014 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Apriori
1393,US,"An uncommon source grape for pink wine, this Nebbiolo shows lemon juice and watermelon on the rather rich and inviting nose. The palate's grippy texture packs flavors of strawberry fruit and lime zest, with acidic energy that would make a perfect pairing for fried chicken or heartier fish.",Rosé of,88,NA,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Bernat 2014 Rosé of Nebbiolo (Santa Ynez Valley),Nebbiolo,Bernat
