id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
590,US,"Sweet honeysuckle, lime blossoms and honeydew show on the very flowery nose of this bottling from a newer property near the old mining town of Pozo. The sip tightens up smartly with Anjou pear and honeysuckle flavors, but it's the powerful acidity that makes for a compelling palate.",NA,89,17,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Vintage Cowboy 2016 Chardonnay (Paso Robles),Chardonnay,Vintage Cowboy
1527,Portugal,There is an attractive spiciness to this clean warm wine. White currants and acidity add to the approachability of a wine that is ready to drink.,Defesa Branco,86,14,Alentejano,NA,NA,Roger Voss,@vossroger,Herdade do Esporão 2016 Defesa Branco White (Alentejano),Portuguese White,Herdade do Esporão
1541,Portugal,"This is a crisp, clean and refreshing wine. There is just the lightest sense of tannin giving the wine a zingy edge. Other than that, it is red-berry fruits all the way. Drink now.",Bigode,85,9,Lisboa,NA,NA,Roger Voss,@vossroger,DFJ Vinhos 2016 Bigode Rosé (Lisboa),Rosé,DFJ Vinhos
1550,Italy,"Subtly scented, this opens with aromas of citrus zest, spring flower and wild berry. It's fresh and informal, with light strawberry and sour-cherry flavors supported by fresh acidity.",Heaven Scent,85,20,Veneto,Bardolino Chiaretto,NA,Kerin O’Keefe,@kerinokeefe,Villa Cordevigo 2016 Heaven Scent  (Bardolino Chiaretto),Rosato,Villa Cordevigo
1630,Portugal,"Young and fruity, this is a bright and wine for immediate drinking. It has hints of tannins, plenty of red fruits and no wood.",Brado,85,8,Alentejano,NA,NA,Roger Voss,@vossroger,Adega Cooperativa de Borba 2016 Brado Red (Alentejano),Portuguese Red,Adega Cooperativa de Borba
1636,Australia,"Tightly constructed for an entry-priced Chardonnay, this has faint almond nuttiness accenting pineapple and grapefruit flavors. Drink this medium-bodied wine through mid-2018.",NA,85,8,Australia Other,Australia,NA,Joe Czerwinski,@JoeCz,Jacob's Creek 2016 Chardonnay (Australia),Chardonnay,Jacob's Creek
2394,Portugal,This full-bodied wine conveys Douro warmth. A light touch of tannin gives it shape. Pepper and red-berry fruits complete a generous wine that will be best with food. Drink now.,NA,87,30,Douro,NA,NA,Roger Voss,@vossroger,Quinta Nova de Nossa Senhora do Carmo 2016 Rosé (Douro),Rosé,Quinta Nova de Nossa Senhora do Carmo
5865,France,"From the Seysses family of Domaine Dujac in Burgundy, this wine hails from east of Aix-en-Provence. It's crisp and fruity with red currant brightness. Acidity and tangy citrus give it a fresh feel. Drink now.",NA,88,NA,France Other,Mediterranée,NA,Roger Voss,@vossroger,Triennes 2016 Rosé (Mediterranée),Rosé,Triennes
5999,Italy,"Bright, savory and so easy to drink, this charming red opens with a fragrance of freshly picked red berries and baking spices. Reflecting the nose, the fresh, polished palate doles out wild cherries, strawberries, cinnamon and white pepper framed in silky tannins. Serve slightly chilled for a perfect summer red. Enjoy soon.",NA,90,17,Veneto,Bardolino,NA,Kerin O’Keefe,@kerinokeefe,Le Fraghe 2016  Bardolino,Red Blend,Le Fraghe
6024,Portugal,"A blend of the two major grapes of the region, Alvarinho and Loureiro, and grown at the home estate of the producer, this is delicious Vinho Verde. It is dry, crisp, light and piercingly bright, perfect either as an apéritif or with seafood. Drink now.",Quinta da Aveleda,90,10,Vinho Verde,NA,NA,Roger Voss,@vossroger,Aveleda 2016 Quinta da Aveleda White (Vinho Verde),Portuguese White,Aveleda
6398,Argentina,"This copper-tinted rosé of Pinot Noir smells like a rubber gym ball and citrus fruits. A full round bouncy palate brings it around, while dry citrus and stone-fruit flavors show a skins-like quality on a steady finish.",Terroir Único Pinot Noir,86,12,Mendoza Province,Tupungato,NA,Michael Schachner,@wineschach,Zorzal 2016 Terroir Único Pinot Noir Rosé (Tupungato),Rosé,Zorzal
6968,US,"This Cabernet Franc has pronounced aromas of red and black cherries, violets, lavender, licorice and juniper berries. Tart berries and toasty oak show on the palate, yet mild tannins offer little structure. The finish is long and tart.",JB Winemaker Series,86,34,Virginia,Shenandoah Valley,NA,Carrie Dykes,NA,Veramar 2016 JB Winemaker Series Cabernet Franc (Shenandoah Valley),Cabernet Franc,Veramar
6976,US,"Apple, melon and a touch of vanilla give a tasty spectrum of aromas and flavors to this medium-bodied wine. It's light enough to sip easily but has a bit of depth to the flavors that makes it interesting.",NA,86,10,California,California,California Other,Jim Gordon,@gordone_cellars,Belle Ambiance 2016 Pinot Grigio (California),Pinot Grigio,Belle Ambiance
6984,Portugal,"This wine is packed with flavor from the ripe blend of Shiraz, Tinta Roriz and Touriga Nacional. Its berry fruits and balanced acidity give the wine an easy, juicy character. The gentle tannins are easily integrated with the fruit. Drink now.",Brigando,86,10,Lisboa,NA,NA,Roger Voss,@vossroger,DFJ Vinhos 2016 Brigando Red (Lisboa),Portuguese Red,DFJ Vinhos
7623,US,"Grassy, floral and herbal, this nice white comes from a well-regarded site devoted to the variety. Melon and fuzzy peach flavors highlight its dry, diluted palate, with moderate acidity.",Las Brisas Vineyard,87,28,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Portalupi 2016 Las Brisas Vineyard Vermentino (Carneros),Vermentino,Portalupi
8156,France,"This is a tight, mineral-textured wine. Crisp fruit keeps it bright, but the texture adds a more serious, structured note. Wait until late 2017 for it to come completely together.",NA,87,12,Bordeaux,Bordeaux Rosé,NA,Roger Voss,@vossroger,Château Petit Moulin 2016 Rosé (Bordeaux Rosé),Rosé,Château Petit Moulin
9850,US,"The nose on this dry, aromatic wine is buoyantly peachy, accented by hints of sweet pineapple and guava. The palate is fresh and fruity as well, but less concentrated. Light bodied and brisk, it finishes with a touch of bitterness.",NA,86,20,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,NA,McGregor 2016 Muskat Ottonel (Finger Lakes),Muskat Ottonel,McGregor
9863,Italy,"This sweet red sparkler has pretty violet and red berry aromas and a vibrant palate that doles out ripe cherry, raspberry and candied orange peel notes. Bright acidity keeps it fresh, balancing the sweetness.",Emma,86,14,Central Italy,Lambrusco di Sorbara,NA,Kerin O’Keefe,@kerinokeefe,Cantina di Sorbara 2016 Emma  (Lambrusco di Sorbara),Lambrusco di Sorbara,Cantina di Sorbara
10575,US,"Nutty, oaky and tart, this stainless steel-fermented white shows a shock of acidity wrapped around freshly cut grass and tropical flavors.",River Ranches,84,22,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Geyser Peak 2016 River Ranches Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Geyser Peak
10806,France,"Lightly perfumed, this soft, single-vineyard wine is full of black-cherry fruits. Its acidity and round texture make it a wine to drink young. Drink from 2018.",La Minée,85,24,Burgundy,Bourgogne,NA,Roger Voss,@vossroger,L. Tramier & Fils 2016 La Minée  (Bourgogne),Pinot Noir,L. Tramier & Fils
10808,France,"This rounded, smooth wine has attractive ripe fruitiness. A tangy edge adds extra interest to an easy, open wine. Drink now.",La Crochette,85,17,Burgundy,Mâcon-Villages,NA,Roger Voss,@vossroger,Loron et Fils 2016 La Crochette  (Mâcon-Villages),Chardonnay,Loron et Fils
10817,France,"One of an increasing number of Chardonnays from Beaujolais—there should be more—this is soft and fruity. A touch of minerality runs through the rounded, ripe texture. Drink this refreshing wine now.",NA,85,14,Beaujolais,Beaujolais Blanc,NA,Roger Voss,@vossroger,Château de Pizay 2016  Beaujolais Blanc,Chardonnay,Château de Pizay
10820,US,"Reduced, with a pronounced aroma of oak, this is a simple, moderately focused wine that presents as fleshy and thick, bursting in flavors of grass.",NA,85,26,California,Napa Valley,Napa,Virginie Boone,@vboone,Flora Springs 2016 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Flora Springs
10821,US,"Delicate blossom and fresh apple notes are pretty on the nose. The palate is a bit bracing by comparison, offering tart lemon-lime flavors and a touch of earthiness on the finish. Drink now.",Dry,85,16,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,NA,J.R. Dill 2016 Dry Riesling (Seneca Lake),Riesling,J.R. Dill
11416,US,"Perfumed and floral, crisp and modulated in acidity, this is an exuberant expression of the variety. Ample acidiy and cherry and orange flavors unfold on the palate, followed by a brisk finish that's laced in spicy nuance.",Estate Vineyard Rosé of,91,24,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Lawer 2016 Estate Vineyard Rosé of Syrah (Knights Valley),Syrah,Lawer
11420,Portugal,"This is a beautiful lightly wood-aged wine. Made from arguably Portugal's greatest white grape, it is rich, smooth and balanced elegantly between toastiness and yellow fruits. The wine is still on the young side and will be better from spring 2018.",Ribeiro Santo,91,19,Dão,NA,NA,Roger Voss,@vossroger,Magnum Vinhos 2016 Ribeiro Santo Encruzado (Dão),Encruzado,Magnum Vinhos
12650,Austria,"Reduced when first opened, this wine shows its lemony, fresh apple notes with a bit of air. It has the lovely midpalate texture and freshness inherent to good Chardonnay and fills the mouth with citrus and orchard fruit notes. Slender, structured and fresh-faced, it only needs some time to breathe.",Vom Kalk,90,15,Burgenland,NA,NA,Anne Krebiehl MW,@AnneInVino,Markus Altenburger 2016 Vom Kalk Chardonnay (Burgenland),Chardonnay,Markus Altenburger
13066,US,"Pale in the glass, this wine from the Jurassic Park Vineyard booms with clean and crisp tropical notes on the nose, showing poached pear, papaya, pineapple and gardenia aromas. Energetic acidity delivers its peach, mango and guava flavors, making for a potent but not treacly palate.",Blanche Old Vine,90,26,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Municipal Winemakers 2016 Blanche Old Vine Chenin Blanc (Santa Barbara County),Chenin Blanc,Municipal Winemakers
14959,France,"Located at the base of the Sainte-Victoire mountain, this vineyard, owned by the Dragon family for four generations, has produced a ripe wine, full-bodied and with concentration. It has raspberry flavors and a touch of spice that gives the wine extra richness. Drink this dense wine from late 2017.",NA,91,20,Provence,Côtes de Provence Sainte-Victoire,NA,Roger Voss,@vossroger,Domaine Dragon 2016 Rosé (Côtes de Provence Sainte-Victoire),Rosé,Domaine Dragon
15990,France,"Crisp with bright fruit recalling sliced apples, this wine is fruity and fresh. Acidity cuts easily through it and lends an herbal edge. Drink now.",NA,86,17,Bordeaux,Blaye Côtes de Bordeaux,NA,Roger Voss,@vossroger,Château Barbé 2016  Blaye Côtes de Bordeaux,Bordeaux-style White Blend,Château Barbé
16009,US,"This is a cheerful, concentrated white, stainless-steel fermented, that's floral and nutty on the nose. Thick and rich on the palate, it dances in lemon essence and tropical pineapple. An additional 8% Sémillon is blended in.",NA,86,19,California,Napa Valley,Napa,Virginie Boone,@vboone,Markham 2016 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Markham
17383,France,"A subdued nose has just slight hints of citrus and apple. The palate adds some richer notes of Golden Delicious, tempered with lemon freshness. The body is streamlined, light and dry and has a very refreshing lemony finish.",Melody,88,19,Alsace,Alsace,NA,Anne Krebiehl MW,@AnneInVino,Domaine G. Metz 2016 Melody Riesling (Alsace),Riesling,Domaine G. Metz
18995,Portugal,"This is made from the most widely planted red grape in Vinho Verde, Vinhão. It is soft and juicy with a ripe character and almond and caramel flavors. Drink now.",Casa de Paços,84,9,Vinho Verde,NA,NA,Roger Voss,@vossroger,Quinta de Paços 2016 Casa de Paços Rosé (Vinho Verde),Rosé,Quinta de Paços
19005,France,"Stalky black currant fruit aromas and a spicy, stalky character on the palate define this tight, dry wine. It's young and tough now, so give it another year and drink from 2018.",Grande Réserve,84,35,Bordeaux,Bordeaux,NA,Roger Voss,@vossroger,Closerie du Bailli 2016 Grande Réserve  (Bordeaux),Bordeaux-style Red Blend,Closerie du Bailli
19665,Portugal,"The short lees aging has allowed this wine to ripen and fill out. Along with the citrus acidity, it has plenty of fresh apple fruit and a zesty texture. Drink now.",Monte Cascas Colheita Branco,85,13,Douro,NA,NA,Roger Voss,@vossroger,Casca Wines 2016 Monte Cascas Colheita Branco White (Douro),Portuguese White,Casca Wines
19673,France,"This light, fruity wine is a perfect summer apéritif. With a crisp texture and attractive red fruit, it's lively and refreshing. Drink now.",Terra Santa,85,10,France Other,Ile de Beauté,NA,Roger Voss,@vossroger,Union de Vignerons de l'Île de Beauté 2016 Terra Santa Rosé (Ile de Beauté),Rosé,Union de Vignerons de l'Île de Beauté
19677,France,"This is a pale, light-bodied rosé with aromas and flavors reminiscent of underripe peach and melon. It's clean, dry and even a bit austere on the finish, making it a fine apéritif.",NA,85,11,France Other,Vin de France,NA,Joe Czerwinski,@JoeCz,La Vieille Ferme 2016 Rosé (Vin de France),Rosé,La Vieille Ferme
19683,Australia,"Bright, lean and vibrant, this is a medium-bodied rosé with gingery-citrusy notes that could go well with fish or poultry dishes.",Home Vineyard Grenache,85,20,South Australia,McLaren Vale,NA,Joe Czerwinski,@JoeCz,Hancock & Hancock 2016 Home Vineyard Grenache Rosé (McLaren Vale),Rosé,Hancock & Hancock
19690,Portugal,"This wine that includes 65% Antão Vaz conjures up a warm, ripe character from the Alentejo. With its yellow fruits and almond flavors, it's soft although finished with some attractive acidity. Drink now.",Monte Cascas Colheita Branco,84,13,Alentejano,NA,NA,Roger Voss,@vossroger,Casca Wines 2016 Monte Cascas Colheita Branco White (Alentejano),Portuguese White,Casca Wines
19778,Austria,"Lifted notes of ripe Amalfi lemon zest play on the nose. The palate has the same fresh but fruity and approachable friendliness. Slender and compact, the dry body has an appealing juiciness that delivers total lemon refreshment.",Lenz,90,20,Niederösterreich,NA,NA,Anne Krebiehl MW,@AnneInVino,Loimer 2016 Lenz Riesling (Niederösterreich),Riesling,Loimer
20729,Italy,"This opens with white flower, yellow stone fruit and honeydew melon aromas. The fruity sensations carry over to the palate, with a tangerine zest note and tangy acidity that leads to a juicy finish.",Sereole,87,NA,Veneto,Soave Colli Scaligeri,NA,Kerin O’Keefe,@kerinokeefe,Bertaini 2016 Sereole  (Soave Colli Scaligeri),Garganega,Bertaini
20737,France,It's an evocative name and that's what Provence rosé is about. The wine works well to fulfill that dream with its bright fruit and easy quaffable character. It has just a touch of spice to add an edge to the bright fruits. Drink now.,Summer Dreams,87,17,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Château Sainte-Béatrice 2016 Summer Dreams Rosé (Côtes de Provence),Rosé,Château Sainte-Béatrice
20741,France,"The name is a reference to the youngest member of the family, obviously a lively kid. The wine is pretty lively as well with plenty of bright acidity, crisp red fruits and just a touch of caramel. Drink now.",Le Petit Diable,87,25,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Domaine des Diables 2016 Le Petit Diable Rosé (Côtes de Provence),Rosé,Domaine des Diables
20973,France,"This young wine is full of black currant fruit and balanced tannins. It has the richness of high alcohol, which brings out a touch of pepper. But juicy fruit dominates. Drink from 2018.",NA,85,11,Bordeaux,Bordeaux,NA,Roger Voss,@vossroger,Château Grand Meynau 2016  Bordeaux,Cabernet Sauvignon-Merlot,Château Grand Meynau
20980,US,"Ripe peach, honeysuckle and honeydew are pronounced in the aromas of this late harvest wine. Juicy in feel, there is something not unlike the syrup in a can of peaches. Without needed acidity, it feels flabby and ends in a short finish.",Adieu Late Harvest,85,28,Virginia,Virginia,NA,Carrie Dykes,NA,Gray Ghost 2016 Adieu Late Harvest Vidal (Virginia),Vidal,Gray Ghost
21014,Chile,A full-out vegetal nose is anchored by a strong scent of canned peas. This shows wiry acidity while maintaining a full body. Salty citrus and green-bean flavors echo the nose. The wine is short on the finish and undeniably green.,Single Vineyard Kadún,84,NA,Leyda Valley,NA,NA,Michael Schachner,@wineschach,Leyda 2016 Single Vineyard Kadún Sauvignon Gris (Leyda Valley),Sauvignon Gris,Leyda
21496,France,"Bright and fruity, this delicious wine is crisp, clean and refreshing. With yellow fruits followed by zesty acidity, it's both open and textured. Drink now.",NA,87,15,Burgundy,Mâcon-Villages,NA,Roger Voss,@vossroger,Domaine Touzot 2016  Mâcon-Villages,Chardonnay,Domaine Touzot
21501,France,"White peach, cherry and cranberry fruits are coupled with attractive scents of white tea, talc and peony on the nose of this wine. There's a subtle texture to the lightweight palate, thanks to notes of lime pith and bitter melon rind. It's well balanced and easy to like.",Grande Courtade L'Instant,87,NA,Languedoc-Roussillon,Pays d'Oc,NA,Lauren Buzzeo,@laurbuzz,Famille Fabre 2016 Grande Courtade L'Instant Rosé (Pays d'Oc),Rosé,Famille Fabre
22261,France,"A ripe rosé, full of rich strawberry fruits and balanced acidity. It is full bodied with just the right amount of crispness and intensity to give the wine weight and concentration. This will be a fine apéritif wine.",R de Roubine,88,15,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Château Roubine 2016 R de Roubine Rosé (Côtes de Provence),Rosé,Château Roubine
