id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
2693,Chile,"Fresh and clean, with light, lemony aromas in addition to tropical fruit. The palate is textured and full, with fairly pure apple and pineapple flavors and some nuttiness. Everything works here, including the smooth, lengthy finish.  Best Buy.",Estate Reserve,87,10,Colchagua Valley,NA,NA,Michael Schachner,@wineschach,La Playa 2002 Estate Reserve Chardonnay (Colchagua Valley),Chardonnay,La Playa
6720,US,"No, that vintage is not a typo. This winery holds back its wines for an extended time prior to release. It's in full bloom with aromas of coffee, dried cherry, flowers, leather and black tea. The black fruit flavors are still fresh and lively, showing concentration and detail. Drink now.",NA,91,48,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lawrelin 2002 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Lawrelin
6789,France,"It was wise to wait to release this wine, because even now, its tannins are powerfully in evidence. But it also shows great fruit, solid black plums giving density. There's a smokiness from the wood that also brings spice and vanilla.",Château de Crouseilles,89,40,Southwest France,Madiran,NA,Roger Voss,@vossroger,Producteurs Plaimont 2002 Château de Crouseilles Red (Madiran),Red Blend,Producteurs Plaimont
7594,Chile,"The nose is like citrus candy and applesauce, but it doesn't sing or pop like it could. The mouth is easygoing, with melon and grapefruit, but there's also a bit of unwelcome green bean. This wine fails to excite. —M.S. .",NA,83,7,Central Valley,NA,NA,Michael Schachner,@wineschach,Morandé 2002 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Morandé
7859,France,"From a great Champagne vintage, this rich, full-bodied wine is just beginning to develop secondary flavors, toast and walnuts. The red fruits are fading into the background, while keeping the acidity in place. It is ripe, well balanced and has a delicious, long aftertaste. It is ready to drink.",Dom Ruinart Brut Rosé,94,286,Champagne,Champagne,NA,Roger Voss,@vossroger,Ruinart 2002 Dom Ruinart Brut Rosé  (Champagne),Champagne Blend,Ruinart
25635,US,"Although the aromas are sweet, oozing with pear nectar, stone fruit, dried spices and apple blossoms, this wine features only 1.5% residual sugar. It's fairly big for a Finger Lakes Riesling, with a slightly oily texture, and comes across as being close to dry thanks to firm acids on the finish. The only problem with this wine is its limited availability.",NA,90,13,New York,Finger Lakes,Finger Lakes,Joe Czerwinski,@JoeCz,Silver Thread 2002 Riesling (Finger Lakes),Riesling,Silver Thread
32550,France,"Just slightly richer than the Brut Nature from the same vintage, this Brut is still a wonderfully dry Champagne. It has a fine hint of toasty maturity while the fruit is still full of the crispest citrus flavors. Drink over the next 4–5 years.",Perle d'Ayala Millesimé Brut,92,160,Champagne,Champagne,NA,Roger Voss,@vossroger,Ayala 2002 Perle d'Ayala Millesimé Brut  (Champagne),Champagne Blend,Ayala
36529,France,"Pure Chardonnay from the walled vineyard in the heart of Le Mesnil, this intense wine from a great vintage is tight and mineral, still showing hints of toast from its barrel fermentation. With its taut texture, complex acidity and crisp citrus, it's very young, but will age indefinitely. Showing the beauty of Chardonnay in Champagne at its best, it will certainly still be impressive come 2030.",Clos du Mesnil Brut Blanc de Blancs,99,800,Champagne,Champagne,NA,Roger Voss,@vossroger,Krug 2002 Clos du Mesnil Brut Blanc de Blancs Chardonnay (Champagne),Chardonnay,Krug
38060,New Zealand,"The sweetest and ripest of Felton Road's 2002 Rieslings, the Block 1 boasts 5-6% residual sugar balanced by a long, citrusy finish. Aromas of green ferns, limes and powdered sandstone provide a pretty counterpoint to the powerful flavors of ripe peaches and pears.",Block 1,90,25,Central Otago,NA,NA,Joe Czerwinski,@JoeCz,Felton Road 2002 Block 1 Riesling (Central Otago),Riesling,Felton Road
49210,Italy,"This blended white combines Tocai Friulano (60%) with Pinot Bianco (25%) and Pinot Grigio (15%) in a tasty, corpulent wine well worth its modest price. Bold flavors of oranges, pink grapefruits and ripe cherries mingle in the mouth; the only quibble is that it finishes a little short.",Pino & Toi,87,10,Veneto,Veneto,NA,Joe Czerwinski,@JoeCz,Maculan 2002 Pino & Toi White (Veneto),White Blend,Maculan
51182,France,"Big and with some sweetness, this is a full vintage wine from a great year. There is freshness, but the wine is dominated by ripe fruit touched by caramel and has a rich, toasty aftertaste.",Brut Millésimé,90,NA,Champagne,Champagne,NA,Roger Voss,@vossroger,Canard-Duchêne 2002 Brut Millésimé  (Champagne),Champagne Blend,Canard-Duchêne
57578,Italy,"Italy's most iconic sparkler, this is made entirely from Chardonnay and aged on its lees for at least 10 years. Layers of flavors include yeasty sensations of baked bread, pastry cream, honey, vanilla, juicy pear and candied lemon peel. It has depth and complexity, with an ultrafine mousse that enhances the creamy texture. Drink through 2020.",Giulio Ferrari Riserva del Fondatore,93,130,Northeastern Italy,Trento,NA,Kerin O’Keefe,@kerinokeefe,Ferrari 2002 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Chardonnay,Ferrari
62843,South Africa,"This straightforward wine shows lime flower, chalk, and confectioner's sugar on the nose. The flavors of lime zest and white grapefruit carry to the finish. This wine is fresh and simple with a spine of good acidity.",Rhine Riesling,85,12,Robertson,NA,NA,NA,NA,De Wetshof 2002 Rhine Riesling Riesling (Robertson),Riesling,De Wetshof
67079,US,"A good choice for fans of older wines, the Raphael 2002 Merlot shows mature forest floor and earth scents but is still hanging on to some raspberry and blackberry fruit. The crisp palate has a mouthwatering character and a touch of singed plum flavor. Woody tannins chime in on the medium finish. Drink before 2011.",Estate Bottled,87,25,New York,North Fork of Long Island,Long Island,NA,NA,Raphael 2002 Estate Bottled Merlot (North Fork of Long Island),Merlot,Raphael
