id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
174,New Zealand,"The Stoneleigh style traditionally favors ripeness over herbaceousness, and the 2008 holds true to form, offering up grapefruit and nectarine aromas and an appealing blend of citrus and stone-fruit flavors. It's plump and round, yet finishes fresh. Good as an apéritif or with light dishes.",NA,88,19,Marlborough,NA,NA,Joe Czerwinski,@JoeCz,Stoneleigh 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Stoneleigh
398,Chile,"On the plump but balanced side, with a perfumed nose that's almost sweet for SB. In the mouth, it's fairly lively and lifted, with nectarine and melon flavors that morph into pink grapefruit on the finish. Decent quality; will get the job done.",Estate Selection,85,13,Curicó Valley,NA,NA,Michael Schachner,@wineschach,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Aresti
481,Italy,"This pretty Cannonau-based wine opens with ripe aromas of blackberry, tobacco and dried spice. The mouthfeel is smooth, plush and dense.",Costera,87,18,Sicily & Sardinia,Isola dei Nuraghi,NA,NA,NA,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),Cannonau,Argiolas
748,US,"The sweet scent of raspberry and strawberry preserves waft from this Cab Franc icewine from Casa Larga. On the palate as well, there's a nice concentration of preserved berry flavors that soar on the palate with a bright, sunny acidity. Finishes clean and long with just a hint of autumn leaves and bramble.",Fiori Delle Stelle Ice Wine,87,75,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,NA,Casa Larga 2008 Fiori Delle Stelle Ice Wine Cabernet Franc (Finger Lakes),Cabernet Franc,Casa Larga
881,Spain,"Ripe black fruit aromas aren't overly complex or nuanced but they are generous. Feels tight, gritty and healthy, with firm tannins in front of black cherry and blackberry flavors. Mellows on the finish, where plum and prune flavors take over. Not a hard, fierce Priorat; drink now through 2014.",Coraje,90,44,Catalonia,Priorat,NA,Michael Schachner,@wineschach,Fuentes 2008 Coraje Red (Priorat),Red Blend,Fuentes
1556,US,"The flagship wine from Quilceda Creek offers exotic scents of plum, cassis, loam, coffee and pine sap, a rich and evocative blend. The wine delivers all that is promised and more; it is deep and dense with flavor, polished, focused and persistent. Vanilla, espresso, fine tannins, luscious acids and cascading fruits.",NA,99,125,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Quilceda Creek 2008 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Quilceda Creek
1570,Italy,"Here's a beautifully chocolaty and rich blend of Cabernet Sauvignon, Merlot and Cabernet Franc, with plush layers of sweet cherry, Indian spice, tobacco and espresso. The wine is amazingly rich and long lasting, with silky, supple tannins at the very end. Keep it in your cellar 10 years or more, or drink it now.",Argentiera,96,75,Tuscany,Bolgheri Superiore,NA,NA,NA,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Red Blend,Tenuta Argentiera
1874,France,"It's sad that only 5,080 bottles of this wine were produced, as it's truly a stunner. Dark and developed, complex and concentrated, this wine exhibits such superb balance and finesse, with nuanced notes of minerality, scrubland, whole tobacco leaf, black pepper and licorice root all gracing the dark fruit core of the nose and mouth. It's lush and full on the palate, and medium tannins provide a solid structure, making the wine drinkable now or ready to age.",L'Hospitalitas - La Clape,93,75,Languedoc-Roussillon,Coteaux du Languedoc,NA,Lauren Buzzeo,@laurbuzz,Gérard Bertrand 2008 L'Hospitalitas - La Clape Red (Coteaux du Languedoc),Rhône-style Red Blend,Gérard Bertrand
2078,Chile,"We won't call this the best Terrunyo SB to date, but it is typically clean, mineral and full of lime and passion fruit. The overall balance and purity are up the ladder, while the flavors of green fruits, passion fruit, brine and lime don't hold back. Top notch SB from Chile to drink now.",Terrunyo El Triángulo Vineyard Block: 28,90,25,Casablanca Valley,NA,NA,Michael Schachner,@wineschach,Concha y Toro 2008 Terrunyo El Triángulo Vineyard Block: 28 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Concha y Toro
2123,France,"This is structured and firm, with its dry tannins prominent along with blackberry and black cherry acidity. The wine does have density, a dusty texture and the chance to further age.",La Rose Saint-Vincent,88,42,Bordeaux,Lalande de Pomerol,NA,Roger Voss,@vossroger,Château Haut-Goujon 2008 La Rose Saint-Vincent  (Lalande de Pomerol),Bordeaux-style Red Blend,Château Haut-Goujon
