id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
375,Italy,"A soft, ripe wine that manages to showcase tobacco, earth and black cherry flavors in a relatively lightweight format, finishing long and tart.",Vino in Musica,88,40,Tuscany,Toscana,NA,NA,NA,Valiano 1997 Vino in Musica Sangiovese (Toscana),Sangiovese,Valiano
4734,US,"Harvested at a lip-smacking 42.5° brix, this seductive wine explodes on the palate with bright grapefruit and citrus flavors, highlighted with sharp acids and finishing with lingering notes of caramel and butter. Long and delicious.",Late Harvest,90,23,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 1997 Late Harvest Sémillon (Columbia Valley (WA)),Sémillon,Chateau Ste. Michelle
4755,US,"The aromas are much more closed and dense than the regular bottling. Airing reveals plum, currant and cinnamon, and a good dose of toasty oak. Thick and dense, with fine fruit, intricate tannins, and oak. Delicious now, but will gain complexity with short-term aging. Only 329 cases produced.",Heritage Reserve,89,35,California,Carneros,Napa-Sonoma,NA,NA,Schug 1997 Heritage Reserve Merlot (Carneros),Merlot,Schug
12418,US,"Tobacco and some green pepper on an otherwise fruity plain. When you think of cru bourgeois Bordeaux, this fits the image and flavor profile. It's lean, but balanced. Tea and licorice are definable on the finish.",NA,88,35,California,Sonoma County,Sonoma,NA,NA,Arbios 1997 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Arbios
29821,France,"Disgorged only in 2012, this is an astonishingly fresh wine. Crisp apple skin flavors dominate with only a hint of toast to suggest age. It's a delicious, bright and fruity wine that's full and ripe on the palate.",Sensation,93,69,Champagne,Champagne,NA,Roger Voss,@vossroger,Vincent Couche 1997 Sensation  (Champagne),Champagne Blend,Vincent Couche
38544,Italy,"With an abundance of deep black-cherry, molasses and leather aromas, this is dynamite in terms of intensity and concentration. In the mouth, it's smooth and stylish, with a tight black-fruit core and a suave finish. Built like a house with a very dark interior; it'll be alive and kicking through 2008.",Pancarta,91,32,Tuscany,Toscana,NA,Michael Schachner,@wineschach,Poggio Al Mulino 1997 Pancarta Sangiovese (Toscana),Sangiovese,Poggio Al Mulino
38551,Italy,"When Donatella Colombini left the family estate of Fattoria dei Barbi, she set up her own production network at Fattoria del Casato. Here she has made an elegant 1997 Brunello, brimming with black tar and cherries, and balanced ripe, sweet tannins and acidity. While it is not powerful, it is smooth, ripe and seductive.",NA,91,38,Tuscany,Brunello di Montalcino,NA,Roger Voss,@vossroger,Donatella Cinelli Colombini 1997  Brunello di Montalcino,Sangiovese,Donatella Cinelli Colombini
46835,US,"This variety, not usually used on its own, has produced an inky dark wine of considerable power and ample tannins. The blackberry and rhubarb fruit has great depth, and is very dry. It's not a bad wine, but seems better suited as a blender to Cabernet Sauvignon. It just might be interesting in 6–8 years. —S.H.",NA,86,17,California,Yorkville Highlands,North Coast,NA,NA,Yorkville Cellars 1997 Petit Verdot (Yorkville Highlands),Petit Verdot,Yorkville Cellars
51999,US,"Another wine in what we have come to call the “black-beauty” style. It has heavily toasted oak, espresso, black cherry and menthol aromas and flavors. The fruit seems subdued here, but the wine is nevertheless well integrated, with a full mouthfeel and long finish. One of the best of this style; cellar it for four to six years, and it should drink nicely to 2010.",Reserve,92,90,California,Napa,NA,NA,NA,Spring Mountain Vineyard 1997 Reserve Red,Bordeaux-style Red Blend,Spring Mountain Vineyard
53723,US,"Great depth and purity of fruit. It shines with lovely violet and lavender accents. Very dark cassis, black plum, coffee and toasty oak flavors, with handsome herb and spice accents. The mouthfeel is excellent—big, but almost perfectly balanced between lush richness and solid tannic structure. A keeper needing four to six years.",T Bar T,94,35,California,Sonoma County,Sonoma,NA,NA,Iron Horse 1997 T Bar T Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Iron Horse
53732,US,"Lush and forward, with complex sour-plum, espresso, cola, vanilla and fudge aromas. Round berry flavors, licorice, Asian spice and pepper accents mark the palate. Full, but not heavy, with a long, smooth plum and cocoa finish. This is a stylish and elegant black knight.",NA,93,37,California,Napa Valley,Napa,NA,NA,Cakebread 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cakebread
53737,US,"Deep earth, tobacco and dark plums on the nose, and a lovely cool note. Dark fruit on the palate keeps that cool profile going. The flavorful finish rolls on and on, not missing a beat, with beautiful black fruit and espresso notes. An appealing black beauty, best after three years and out through 2010.",Richard Chambers Vineyard,93,75,California,Stags Leap District,Napa,NA,NA,S. Anderson 1997 Richard Chambers Vineyard Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,S. Anderson
62503,US,"This flamboyant wine won't let down fans of expensive, good vintage North Coast Cabs. It has it all, starting with almost aggressive new oak. If you're looking for flavor, you'll find it in the extracted blackberry and cassis fruit. The tannins are considerable. If it has a fault, it's softness. Drink within the next few years.",Symmetry,91,55,California,Alexander Valley,Sonoma,NA,NA,Rodney Strong 1997 Symmetry Meritage (Alexander Valley),Meritage,Rodney Strong
62511,US,"Sometimes a young Pinot is deceptive. This wine is young and silky, supple and fruity and has some sharp acidity, but it doesn't overwhelm. It's the kind of wine that doesn't overshadow food. But it's excellent Pinot. The depth of flavor and long finish suggest aging possibilities, but there's no reason not to drink and enjoy it now.",Mills Vineyard,91,55,California,Mount Harlan,Central Coast,NA,NA,Calera 1997 Mills Vineyard Pinot Noir (Mount Harlan),Pinot Noir,Calera
70016,US,"This honest effort at a terroir-driven Cabernet starts with currant and blackberry aromas, although they’re a little on the weak side. Nice berry and spice flavors with a dash of wood. High acidity gives it a real bite, and it finishes a little sharp as well.",NA,84,19,Washington,Columbia Valley (WA),Columbia Valley,NA,NA,Caterina 1997 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Caterina
72618,US,"Red fruit in the nose is accented by a little tomato, some juniper and blueberry, and a fair amount of barrel char. Features a mouth of leaner black cherry and tart plum. Finishes dry, and with mouth-coating tannins. Now it's harmonious, but it could use some time to soften up.",Kara's Vineyard,90,35,California,Napa Valley,Napa,NA,NA,Robert Pecota 1997 Kara's Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Robert Pecota
72619,US,"Some sweetness in the form of kirsch and Port, as well as chocolate and the clear essence of wood shavings. At only 53% Cabernet, there's lots of Merlot-influenced red fruit. It's more light and elegant than many dense Napa Cabs and keeps a reserved nature all the way through to the end.",Holbrook Mitchell Trio,90,30,California,Napa Valley,Napa,NA,NA,Rosenblum 1997 Holbrook Mitchell Trio Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rosenblum
72624,US,"Extremely dark, with toast, cherry liqueur and forest notes on the nose; this opens into deep black fruit, licorice and espresso flavors. The mouthfeel is full and rich, as it transitions effortlessly into a smooth, dry, anise and briar-tinged finish that has an interesting and elegant viscosity to it. A black beauty needing three to five years to develop.",Non Plus Ultra,90,110,California,Napa Valley,Napa,NA,NA,Paoletti 1997 Non Plus Ultra Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Paoletti
72632,US,"The full, grapey nose is vintage Cabernet, but it's not particularly complex. There's a little razor's edge to the cherry fruit, with herbal notes on the astringent finish. In a word, it's crisp and tight.",Los Chamizal Vyd,89,35,California,Sonoma Valley,Sonoma,NA,NA,Mayo 1997 Los Chamizal Vyd Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Mayo
73046,US,"The bouquet is dark and serious, with brooding black-cherry, leather and cedar aromas. In the mouth, flavors of black plums, mint-menthol and tobacco—all with a foresty accent—fill the palate. On the heavy side of medium-weight, with a supple texture, it has a long, toasty finish with fine tannins. Hold until 2004.",NA,91,70,California,Napa Valley,Napa,NA,NA,Caymus 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Caymus
73048,US,"Absolutely opaque—it's definitely one of the darkest, inkiest wines out there. The black-currant nose shows lots of depth, with vanilla and cinnamon shadings. Though it is massive and a bit unpenetrable now, the softness, blackberry fruit and full tannins suggest it will be really nice in a few years. Just expect a real fruit ball.",Generations,91,65,California,Napa Valley,Napa,NA,NA,Raymond 1997 Generations Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Raymond
73050,US,"From a region not known for Cabernet comes a rich, tantalizing, luscious wine, with lots of cigar box/tobacco aromas and plenty of vibrant black fruit: currants and plums. Proper acidity drives the finish, leaving the mouth fairly refreshed. Has all the structure and balance one could ask for.",Harmonie,91,32,California,Santa Barbara County,Central Coast,NA,NA,Blackjack 1997 Harmonie Red (Santa Barbara County),Bordeaux-style Red Blend,Blackjack
73052,US,"Sports an explosively fruity nose of berry and plum, with cloves and toasty oak in support. Medium-weight, with very nice fruit and good structure, it displays some engaging chocolate and spice notes. The finish is brisk and tangy, with bitter cocoa notes and firm, drying tannins. Hold until 2005.",Corley Reserve,91,65,California,Napa Valley,Napa,NA,NA,Monticello Vineyards 1997 Corley Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Monticello Vineyards
73053,US,"A tasty, toasty wine at a very fair price. It's a tad bulky, and it's packed with plum, cherry and coffee flavors. The mouth is nothing if not full, with some dry tannins adding necessary structure. Slightly one-dimensional and limited in scope, but what's here is oh so nice and friendly.",NA,91,32,California,Napa Valley,Napa,NA,NA,Titus 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Titus
73054,US,"Bramble and cedar, along with plenty of toasty vanillin oak. Black currant is the dominant fruit; the mouthfeel is appropriately big, and the finish turns a bit dry, but with proper length. Very nice in the typical Napa mold.",Lupine Hill Vineyard,90,45,California,Napa Valley,Napa,NA,NA,Frazier 1997 Lupine Hill Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Frazier
74543,Italy,"As an expression of pure power, this wine is hard to beat. It has the classic Brunello color—red with edges of brick. The aromas are of bitter coffee, herbs and mature, ripe fruit. On the palate, the concentration is enormous, the tannins pack a serious punch and the supermature fruit is black and bright. All this gives it a one-dimensional, if impressive quality.",NA,89,NA,Tuscany,Brunello di Montalcino,NA,Roger Voss,@vossroger,Castiglion del Bosco 1997  Brunello di Montalcino,Sangiovese,Castiglion del Bosco
88046,US,"A clean, well made wine displaying Cab Franc's herbaceous, earthy, and spicy-floral side.  Drinks on the lean side, with some spare, delicate berry fruit; it definitely needs food to bring out its best qualities.  Very dry.",NA,84,24,California,Sonoma Valley,Sonoma,NA,NA,Nelson 1997 Cabernet Franc (Sonoma Valley),Cabernet Franc,Nelson
98902,US,"This vintage Port-style wine is warming and full of comforting flavors. Cooked prune, raisin, coffee and spices fill your senses. It feels lucious and smooth, but has lively acidity as well. It would be a lovely accompaniment to a cozy night beside the fire.",Vintage,87,45,Virginia,Virginia,NA,Carrie Dykes,NA,Horton 1997 Vintage Port (Virginia),Port,Horton
99084,US,"Lovely nose, with coconut and hazelnut scents augmenting the cherry/berry fruit. Not an ordinairy set of scents and flavors, but enticing and distinctive. The fruit is intense and perfumed, and the accents of coconut seem just right.",Clockspring,90,18,California,Sierra Foothills,Sierra Foothills,Paul Gregutt,@paulgwine ,Milliaire 1997 Clockspring Zinfandel (Sierra Foothills),Zinfandel,Milliaire
102101,US,"Dark berry, leather and herbaceous notes on the nose open to cherry, currant and tobacco flavors—it's all very much in the Bordeaux vein. The mouthfeel is similar: somewhat lean and angular but very flavorful, with an expansive cherry flavor on the spicy, long finish. Has good tannic structure, and may merit a higher score with some age. Hold for four to six years, and then drink til 2012.",NA,89,60,California,Napa Valley,Napa,NA,NA,The Terraces 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Terraces
105218,France,"Very light mango, pineapple and banana aromas are joined by flowers and minerals. Nutty notes are brought to the fore on the dry and stony palate. Finishes broad and long, with echos of the floral and mineral notes on the nose. Now it's pretty tight; best in 2002 and beyond.",Les Blanchots,92,85,Burgundy,Chablis,NA,NA,NA,Domaine Laroche 1997 Les Blanchots  (Chablis),Chardonnay,Domaine Laroche
