id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
28,Italy,"Aromas suggest mature berry, scorched earth, animal, toast and anise. The palate offers ripe black berry, oak, espresso, cocoa and vanilla alongside dusty tannins.",Mascaria Barricato,87,17,Sicily & Sardinia,Cerasuolo di Vittoria,NA,Kerin O’Keefe,@kerinokeefe,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),Red Blend,Terre di Giurfo
32,Italy,"Part of the extended Calanìca series, this Grillo-Viognier blend shows aromas of honeysuckle and jasmine, backed by touches of cut grass and wild sage. In the mouth, it shows ripe yellow-fruit flavors.",Calanìca Grillo-Viognier,86,NA,Sicily & Sardinia,Sicilia,NA,NA,NA,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),White Blend,Duca di Salaparuta
202,Israel,"This wine features pleasing aromas of raspberry, jumper berry and black pepper. There is a nice mélange of fruit and spice flavors, notably black cherry, dark plums, anise, and cardamom. Smooth tannins ply the palate right into a bright finish that bears a touch of salinity.",NA,90,50,Judean Hills,NA,NA,Mike DeSimone,@worldwineguys,Yatir 2011 Syrah (Judean Hills),Syrah,Yatir
468,Germany,"The nose of this powerfully fruity yet dry Riesling packs a punch, with aromas of ripe pineapple, apricot and floral potpourri. The palate is dense with stone fruit, and a hint of red berry flavor, but finishes elegantly with sleek mineral tones.",Ürziger Würzgarten Alte Reben GG Trocken,92,42,Mosel,NA,NA,Anna Lee C. Iijima,NA,Dr. Loosen 2011 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Dr. Loosen
631,France,"Lifted notes of honey and rose petal play on the nose, the palate is altogether more lively than the nose suggests: sprightly and fresh, concentrated and caramel-tinged with lemon freshness. This strikes an appetizing, moreish palate and makes for joyful drinking.",Vendanges Tardives,92,54,Alsace,Alsace,NA,Anne Krebiehl MW,@AnneInVino,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),Gewürztraminer,Willm
926,Argentina,"This Malbec is a collection of disparate parts that doesn't justify its price. Reduced plum and grapy berry aromas come with woodsy notes of menthol and cola. Highly herbal, saucy, savory flavors are more oaky than fruity, while this finishes with muscular tannins and savory, grapy notes.",Roll Fermentor,87,175,Mendoza Province,Tupungato,NA,Michael Schachner,@wineschach,Antonio Mas 2011 Roll Fermentor Malbec (Tupungato),Malbec,Antonio Mas
1041,New Zealand,"In marked contrast to the plush, sexy 2010, the 2011 Patriarch is a stern taskmaster. The aromas and flavors of cherry, cedar and dried herbs are pleasant, but carry with them a worring dry astringency. Try drinking this over the near term, with rare beef to help ameliorate the tannin's effects.",The Patriarch Premium,87,70,Hawke's Bay,NA,NA,Joe Czerwinski,@JoeCz,Babich 2011 The Patriarch Premium Red (Hawke's Bay),Bordeaux-style Red Blend,Babich
1441,Austria,"Very subtle but ultimately seductive wild cherry notes captivate on the nose, while the body is luscious, rounded, generous and inviting, without an ounce of fat. There are hints of clove and anise, a deep, mellow cherry core and haunting floral hints. Drink 2015–2020.",'P',92,NA,Wagram-Donauland,NA,NA,Anne Krebiehl MW,@AnneInVino,Fritsch 2011 'P' Pinot Noir (Wagram-Donauland),Pinot Noir,Fritsch
1445,France,Bouscassé is the home of Alain Brumont who also owns Château Montus in Madiran. This powerful wine with its blend of Tannat with the two Cabernets (Franc and Sauvignon) is dense and packed with firm tannins. It is also equally full of generous black-plum fruits and considerable acidity. This is still young—it's a concentrated wine that needs to age further. Drink from 2019.,Château Bouscassé,94,25,Southwest France,Madiran,NA,Roger Voss,@vossroger,Alain Brumont 2011 Château Bouscassé Red (Madiran),Red Blend,Alain Brumont
1505,Austria,"Made using fruit from one of the top Kamptal vineyards, this perfumed wine has great texture, with tight acidity and notes of green plum skin and lemon zest. With its depth of flavor and nervy, minerally edge, it will age for at least four years.",Steinmassel Erste Lage,92,NA,Kamptal,NA,NA,Roger Voss,@vossroger,Bründlmayer 2011 Steinmassel Erste Lage Riesling (Kamptal),Riesling,Bründlmayer
1508,France,"This is rich, spicy and full of red cherry flavor. It also has a dark, firm structure from the granite-based soil. The acidity that cuts through the fruit lends balance. Age this for 2–3 years.",Clos de Rochegrès,92,NA,Beaujolais,Moulin-à-Vent,NA,Roger Voss,@vossroger,Château des Jacques 2011 Clos de Rochegrès  (Moulin-à-Vent),Gamay,Château des Jacques
1836,US,"Grilled peach and almond notes show on the nose, while the palate is tighter in profile, offering apple pomace and lemon rind.",Dry,84,19,Michigan,Leelanau Peninsula,NA,Alexander Peartree,NA,Good Harbor 2011 Dry Riesling (Leelanau Peninsula),Riesling,Good Harbor
1930,Australia,"This is a soft, appealing Chardonnay layered with toasted marshmallow and superripe peach. It's round in the mouth and lushly textured, then turns citrusy—almost metallic—on the finish.",Finisterre,87,30,Western Australia,Margaret River,NA,Joe Czerwinski,@JoeCz,Robert Oatley 2011 Finisterre Chardonnay (Margaret River),Chardonnay,Robert Oatley
