id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
139,France,"Beautiful deep gold color. Intense, concentrated nose with vibrant aromas of honey, citrus marmalade and savory botrytis notes. Deliciously sweet and succulent, yet balanced by good acidity.  Packed with flavors of sweet ultra-ripe stone and tropical fruit, with honey and botrytis notes following through. Strong minerality prevails to a long, complex finish.",Cuvée Jerémy Sélection de Grains Nobles,90,112,Alsace,Alsace,NA,NA,NA,Kuentz-Bas 2007 Cuvée Jerémy Sélection de Grains Nobles Pinot Gris (Alsace),Pinot Gris,Kuentz-Bas
242,US,"Made in the modern California style, with very ripe, rather sweet pineapple jam, green apple butter and smoky oak flavors that are wrapped into a creamy texture.",Reserve Selection,85,15,California,Russian River Valley,Sonoma,NA,NA,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley),Chardonnay,Hayman & Hill
324,Italy,The wine's golden hue tells you this is Prosecco from a warmer climate (Conegliano is a few degrees warmer than Valdobbiadene) as do its aromas of mature peach and honeysuckle. The wine tastes flat and big in the mouth and offers sophisticated notes of white pepper and spice.,Matiú Brut,86,12,Veneto,Prosecco di Conegliano,NA,NA,NA,L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
418,Austria,"Using many biodynamic practices, Werner Michlits has crafted a rich, sweet and juicy wine, full of intense fruit, touched by spice, but more to do with black plum, fresh figs and vivid acidity. This is a hearty wine, ready to drink, its final tannins soft. Screwcap.",Biokult Zweigelt Pinot Noir,85,NA,Burgenland,NA,NA,Roger Voss,@vossroger,Michlits 2007 Biokult Zweigelt Pinot Noir Red (Burgenland),Red Blend,Michlits
886,France,"This Grenache-heavy blend (with 20% Syrah) offers a good amount of bittersweet cocoa powder and rich jammy black berries and all-fruit preserves on the nose and mouth. A hint of gaminess adds interest to the bouquet, while the crushed velvet texture and firm tannins transition into a long finish laced with earthy spice.",La Mère Grand,90,25,Languedoc-Roussillon,Minervois,NA,Lauren Buzzeo,@laurbuzz,Loup Blanc 2007 La Mère Grand Red (Minervois),Rhône-style Red Blend,Loup Blanc
1169,Italy,"Tonic and lean, this foamy sparkler delivers aromas of stone fruit, honey and yellow flower. It's a delicate, feminine wine with characteristic almond-like sourness on the close.",Millesimato Extra Brut,86,13,Veneto,Prosecco del Veneto,NA,NA,NA,Toffoli 2007 Millesimato Extra Brut  (Prosecco del Veneto),Prosecco,Toffoli
1255,South Africa,"This wine has a rich, velvety character that gives it solo sipping appeal. Pepper and mocha on the nose flow into dark fruit and mocha flavors on the palate. Paired with a good structure and long finish, the wine is both elegant and intriguing.",NA,88,15,Stellenbosch,NA,NA,Susan Kostrzewa,@suskostrzewa,Guardian Peak 2007 Merlot (Stellenbosch),Merlot,Guardian Peak
1375,France,"Slightly confected on the nose, showing cotton candy and bubble gum aromas, but you'll also find plenty of strawberry-raspberry flavors. Very fruity and clean, with a fresh finish.",Rosé du Mas,86,15,Provence,Les Baux de Provence,NA,Joe Czerwinski,@JoeCz,Mas de la Dame 2007 Rosé du Mas Rosé (Les Baux de Provence),Rosé,Mas de la Dame
1496,Argentina,"Round, nutty and smooth, with melon, citrus and apple flavors. In this wine's case, organic does not equal complexity. That said, what's here is clean and balanced, and there's more than enough fruit and intensity to satisfy.",Organica,85,10,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Santa Julia 2007 Organica Chardonnay (Mendoza),Chardonnay,Santa Julia
1675,France,"Like many of the '07 Hermitages, this isn't a huge wine, but instead shows a nice sense of proportion, marrying hickory smoke with touches of cracked peppercorns, cedar and roasted beef. Drink now–2020.",NA,90,126,Rhône Valley,Hermitage,NA,Joe Czerwinski,@JoeCz,Tardieu-Laurent 2007  Hermitage,Syrah,Tardieu-Laurent
1685,Italy,"Rosemary-marinated steak, roast pork roll stuffed with prunes or dark chicken or turkey meat would make perfect paring partners to this red blend from southern Tuscany. Aromas of spice, mature cherry and leather are soft and penetrating.",Colpetroso,90,NA,Tuscany,Maremma,NA,NA,NA,Massi di Mandorlaia 2007 Colpetroso  (Maremma),Red Blend,Massi di Mandorlaia
2053,US,"Here's a powerful Cabernet Sauvignon, ripe and opulent, offering summer blackberry, sour cherry candy, currant, dried herb and rose petal aromas and flavors. The addition of 21% Merlot brings a candied softness, but it's still pretty tannic, and wants 4–5 years in the cellar.",Estate,92,55,California,Rutherford,Napa,NA,NA,Sullivan 2007 Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Sullivan
2056,Italy,"Mario Battaglio offers a truly fantastic expression of Nebbiolo from the hot 2007 vintage that is packed tight with intensity and larger than life aromatic opulence. In a surprise twist, the wine also boasts a feminine side thanks to delicate aromas of wild flowers, licorice and light graphite or mineral shadings.",NA,92,NA,Piedmont,Barbaresco,NA,NA,NA,Battaglio 2007  Barbaresco,Nebbiolo,Battaglio
2092,Italy,"Honey, kiwi, mango and peach come to mind and color an easy, but fragrant Grigio from the mountains of northern Italy that would pair well with exotic or Asian foods. It closes with spicy acidity and is a perfect palate cleaner.",NA,87,13,Northeastern Italy,Alto Adige,NA,NA,NA,Tolloy 2007 Pinot Grigio (Alto Adige),Pinot Grigio,Tolloy
2228,Italy,"The ripe fruit element is perfectly contained and just short of seeming overdone or jammy. It's soft and round, with loads of oak-driven spice, like cinnamon and ground clove, and plump tones of red cherry, blackberry and plum. What's really nice is the freshness and overall supple texture.",NA,94,70,Tuscany,Brunello di Montalcino,NA,NA,NA,Máté 2007  Brunello di Montalcino,Sangiovese Grosso,Máté
2251,US,"This is a big, mouthfilling Cabernet, rich and voluptuous in fruit. Although it's a bit hot in alcohol, you hardly notice it, with the explosion of blackberries, raisins and chocolate-covered cherries, made even richer by smoky-sweet oak. Delicious now and through 2014.",Series,87,22,California,Napa Valley,Napa,NA,NA,Kirkland Signature 2007 Series Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kirkland Signature
3062,US,"Young and tart in cool-climate acidity, this Pinot needs time in the cellar. It's an exotic wine, spicy and peppery, almost briary, like a Zinfandel, except with flavors of wild forest raspberries, cherries, orange zest and a hint of pine cone. It's as cellarable a Pinot Noir as exists in California. Best after 2015.",San Andreas,95,60,California,Sonoma Coast,Sonoma,NA,NA,Hirsch 2007 San Andreas Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch
3077,US,"Though it's a huge tannic monster right now, this Bordeaux blend, a first release and new brand name from Steven Kent Winery, is an ode to Steven Kent Mirassou's family's long lineage in California winemaking and the roots of Livermore's history in wine as well. A majority Cabernet (75%), with all the lush cassis and black cherry one would hope for, the wine shows nicely honed herbal notes from its 15% Cab Franc in the middle, with a little touch of spice on the finish coming from 5% Petit Verdot (3% Malbec and 2% Merlot round out the blend). Give this one time and it will surely reward.",NA,94,125,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Lineage 2007 Red (Livermore Valley),Bordeaux-style Red Blend,Lineage
3272,Italy,"Pretty mineral notes recall chalk and dusty ash and provide depth and dimension to this fresh and fragrant white wine. There's not much fruit, but the wine pulls its own thanks to those mineral nuances and its crisp acidity.",Cubìa,87,18,Sicily & Sardinia,Sicilia,NA,NA,NA,Cusumano 2007 Cubìa Insolia (Sicilia),Insolia,Cusumano
