id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
367,Chile,"Aromas of mint, berry syrup and dense, lemony oak lay a good foundation for the heavy black fruit that comes on the palate atop a plush carpet of toasty, fresh-grained wood. The finish is round, tasty and mouthfilling, while overall the wine seems to dance due to popping acidity. This is Carmenère with a vital streak.",Reserva de la Familia,88,10,Maipo Valley,NA,NA,Michael Schachner,@wineschach,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),Carmenère,De Martino
3968,Italy,"This 60-40 blend of Trebbiano Toscano and Malvasia Bianca offers a traditional interpretation with thick sweetness and aromas of roasted chestnut, caramel and honey.",Caratello,90,NA,Tuscany,Vin Santo del Chianti,NA,NA,NA,Pietro Beconcini 1999 Caratello  (Vin Santo del Chianti),White Blend,Pietro Beconcini
7822,Australia,"A young wine, dark purple in color, whose aromas are dominated now by oak. The sweet, sappy vanilla scents mask the grapes, but not in the mouth, where jammy berry fruit is powerfully ripe. Fortunately, the wine is dry, with lively acids. —S.H.",Miamba,87,15,South Australia,Barossa Valley,NA,NA,NA,Grant Burge 1999 Miamba Shiraz (Barossa Valley),Shiraz,Grant Burge
12305,France,"This famed single vineyard on its steep slope above Mareuil-sur-Aÿ produces a warm, always elegant wine. This 1999 is softer than some vintages, while still having a power and texture to go with fruit that is now maturing, giving a yeasty final character. Drink now, or age another few years.",Clos des Goisses Brut,94,200,Champagne,Champagne,NA,Roger Voss,@vossroger,Philipponnat 1999 Clos des Goisses Brut  (Champagne),Champagne Blend,Philipponnat
13565,Chile,"Char and blackberry flavors on the palate are as brooding asthe dark soil, oak and berry fruit on the nose. Tannins speak louder than flavors in this wine; it's black, and with a little more lushness, could be a beauty.",Gran Reserva,84,14,Maipo Valley,NA,NA,NA,NA,Santa Alicia 1999 Gran Reserva Merlot (Maipo Valley),Merlot,Santa Alicia
15510,France,"Mature, toasty aromas give this wine an immediate sophistication. It is full in the mouth, showing almonds, ripe toastiness, coffee and tight acidity. It's ripe and full-bodied while keeping a more nervy character that allows it to finish with a great lift. It's ready to drink.",Grand Vintage Collection Brut,93,140,Champagne,Champagne,NA,Roger Voss,@vossroger,Moët & Chandon 1999 Grand Vintage Collection Brut  (Champagne),Champagne Blend,Moët & Chandon
16860,US,"Seems very oaky, with in-your-face aromas of vanilla, char and pepper, but the fruit is able to support it. In fact, the underlying flavors are rich and gorgeous. It shows Cabernet's cassis and blackberry aromatics, with the soft tannins and velvety, drink-me-now texture of Merlot.",NA,92,24,California,Sonoma County,Sonoma,NA,NA,Lambert Bridge 1999 Merlot (Sonoma County),Merlot,Lambert Bridge
24358,Italy,"Named after the original owner of some of the Cecchi family's prime vineyards, this is a touch overripe but still offers a lot of sweet, rich fruit. Heavy prune and tar aromas announce the soft, saturated black-plum flavor profile. The finish is also soft. It doesn't seem very ageworthy.",Teuzzo Riserva,86,31,Tuscany,Chianti Classico,NA,Michael Schachner,@wineschach,Cecchi 1999 Teuzzo Riserva  (Chianti Classico),Sangiovese,Cecchi
24365,Italy,"Here's a country-style, rustic blend of Sangiovese, Canaiolo and Cabernet from the Maremma, and it fits the bill perfectly as an everyday red with some character. It's dry, full of cherry and plum fruit, and it finishes warm. Nothing too complex, but plenty to sink your teeth into.",Aulo,86,12,Tuscany,Toscana,NA,Michael Schachner,@wineschach,Elisabetta 1999 Aulo Sangiovese (Toscana),Sangiovese,Elisabetta
27614,France,"A delightful blend of cracked black pepper, blackberries and hung game aromas lead into a surprisingly plush mouthfeel that's laden with cherry and berry fruit. The finish blends in some dark coffee flavors for extra complexity.",Cuvée Sommelongue,88,10,Rhône Valley,Côtes du Rhône,NA,Joe Czerwinski,@JoeCz,Domaine Andre Brunel 1999 Cuvée Sommelongue Red (Côtes du Rhône),Rhône-style Red Blend,Domaine Andre Brunel
