id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
17,Argentina,"Raw black-cherry aromas are direct and simple but good. This has a juicy feel that thickens over time, with oak character and extract becoming more apparent. A flavor profile driven by dark-berry fruits and smoldering oak finishes meaty but hot.",Winemaker Selection,87,13,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),Malbec,Gaucho Andino
286,US,"While delicious now with flavors of raspberries, cherries, cola and oak, all showered with tart, citrusy acidity, this wine also has a great future. Give it 6–8 years to evolve in the bottle for further complexity.",Rincon Vineyard,92,60,California,Arroyo Grande Valley,Central Coast,NA,NA,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Talley
294,Argentina,"Deep, lush aromas of black fruits, graphite and coconut are welcoming and friendly. The mouthfeel is pure and smooth, with elegance and power. Flavors of cassis, blackberry, hard spices and licorice filter into a long, mellow, classy finish. This is a pushy, full-bodied wine that doesn't throw punches; drink through 2020.",Synthesis,92,30,Mendoza Province,Tupungato,NA,Michael Schachner,@wineschach,Finca Sophenia 2011 Synthesis Malbec (Tupungato),Malbec,Finca Sophenia
426,Spain,"Slightly foxy on the nose, with rubbery aromas of cherry and cassis, this offers a tight, tannic palate with hard, elastic tannins. Flavors of cherry and cassis are pleasant, while the finish is ripe, warming and healthy.",Seis,89,18,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Luberri 2011 Seis  (Rioja),Tempranillo,Luberri
483,South Africa,"A glimmer of toast and honey add depth to the green fig, apple and underripe peach center of this wine. Fresh and zippy on the palate, the vibrant fruit and sweet citrus flavors carry through to the mouthwatering finish. Drink up.",NA,87,12,Stellenbosch,NA,NA,Lauren Buzzeo,@laurbuzz,Cape View 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Cape View
606,US,"It's rare to find a varietally labeled Grenache that comes in under 13% alcohol, but here you have it. Blended with 10% Syrah, it has notes of white pepper, smoked meat, savory spices and red fruit. What it lacks in terms of depth it makes up for in purity and elegance.",Bomba,87,25,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Quady North 2011 Bomba Grenache (Rogue Valley),Grenache,Quady North
607,US,"Named after the blending of Steelhead Run and Ox vineyard blocks, this appealing wine is fresh and varietal with notes of ripe peach and herbs. Aged six months in stainless steel and coming in at a low 12% alcohol, the fruit concentration is lighter in style but still offers enjoyment.",Steel-Ox,87,25,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Quady North 2011 Steel-Ox Viognier (Rogue Valley),Viognier,Quady North
682,Italy,"Made entirely with Pinot Nero, this elegant sparkler offers aromas of rose and red berry. The vibrant, focused palate delivers cherry, strawberry and a hint of cake spices alongside bright acidity and an elegant perlage.",Metodo Classico,90,45,Piedmont,Piemonte,NA,Kerin O’Keefe,@kerinokeefe,Castello di Neive 2011 Metodo Classico Pinot Nero (Piemonte),Pinot Nero,Castello di Neive
1016,Italy,"Aromas of ripe dark berry, blue flower and a hint of baking spice waft from the glass. On the palate, notes of graphite, licorice and touch of smoke add depth to the ripe black cherry flavors. Firm tannins provide support.",Gradiva Collectio,88,22,Sicily & Sardinia,Sicilia,NA,Kerin O’Keefe,@kerinokeefe,Casa di Grazia 2011 Gradiva Collectio Nero d'Avola (Sicilia),Nero d'Avola,Casa di Grazia
1095,US,"The winery shows its prowess with making delicious, affordable larger-production wines with this bright and easy drinking Cabernet, a study in soft tannins, juicy cranberry/currant fruit and composed structure. It's a good one to stock up on at the price and quality.",NA,90,28,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Mondavi 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Robert Mondavi
1119,France,"A blend of white Bordeaux and local Gers grapes, this is a smooth, medium sweet wine. With three years of aging, it has become mature, rich in smoky flavors as well as dried apricot and bitter oranges. Acidity keeps everything in line. It's ready to drink.",Quadrille,90,32,Southwest France,Gers,NA,Roger Voss,@vossroger,Domaine de Gensac 2011 Quadrille White (Gers),White Blend,Domaine de Gensac
1298,US,"This complex, flavorful wine walks on the wild side with a bit of funky barnyard in the aromas and flavors. It's dry, moderately tannic, rather light in body, and brings spicy black pepper, grilled beef and ripe plum flavors.",Estate Grown,89,36,California,Fair Play,Sierra Foothills,Jim Gordon,@gordone_cellars,Cedar Creek 2011 Estate Grown Syrah (Fair Play),Syrah,Cedar Creek
1361,Italy,"Using fruit that was sourced from the vineyards of Feudo Arancio near the town of Sambuca in southern Sicily, this pretty white wine offers bright aromas of lemon, green apple and cut grass. A long list of seafood menu items would pair with this Grillo.",NA,86,9,Sicily & Sardinia,Sicilia,NA,NA,NA,Stemmari 2011 Grillo (Sicilia),Grillo,Stemmari
1415,France,"This is a remarkably spicy wine that is also finely balanced. It's sophisticated as well as rich, with spice and lychee flavors lifted by a crisp edge of acidity. It's complex in texture and should age well. Drink from 2015.",Cuvée Théo,93,31,Alsace,Alsace,NA,Roger Voss,@vossroger,Domaine Weinbach 2011 Cuvée Théo Gewurztraminer (Alsace),Gewürztraminer,Domaine Weinbach
1786,US,"This is a über aromatic wine with a long list of notes that include orange marmalade, peach, citrus, and drizzled honey. Harvested at 42 brix and retaining a whopping 240 g/L residual sugar, it's supremely rich and sweet with a lingering finish.",Ice Wine,91,20,Idaho,NA,NA,Sean P. Sullivan,@wawinereport,Koenig Vineyards 2011 Ice Wine Riesling,Riesling,Koenig Vineyards
