id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
179,France,"The impact of 50-year old vines is seen in the concentrated fruit, ripe and full,  in this wine. The flavors are of fresh apricots, edged with green apples and pink grapefruit, a combination that shows both richness and great freshness. The finish is a reminder of the fine acidity in 2006.",Les Vénérables Vieilles Vignes,88,27,Burgundy,Chablis,NA,Roger Voss,@vossroger,La Chablisienne 2006 Les Vénérables Vieilles Vignes  (Chablis),Chardonnay,La Chablisienne
235,US,"Overly sweet and simple, and something of a disappointment given the winery's past performance, this Syrah tastes like melted cherry jam, stirred with chocolate pie filling and sprinkled with fennel and pepper.",Thompson Vineyard,85,49,California,Santa Barbara County,Central Coast,NA,NA,Testarossa 2006 Thompson Vineyard Syrah (Santa Barbara County),Syrah,Testarossa
292,France,"Rich almonds, ripe peaches and a smoky, oxidized character all come together in this ripe, complex, fascinating wine. There is a great tang of apple acidity on the finish. Drink now.",Vin Jaune,92,45,France Other,Arbois,NA,Roger Voss,@vossroger,Domaine Daniel Dugois 2006 Vin Jaune Savagnin (Arbois),Savagnin,Domaine Daniel Dugois
1700,Portugal,"Rounded but also fruity, this soft wine is perfumed, hinting at white flowers and tropical fruits. While the acidity is low, the fruit is easy, ripe and lightly structured.",Galeria,86,15,Bairrada,NA,NA,Roger Voss,@vossroger,Caves Aliança 2006 Galeria Bical (Bairrada),Bical,Caves Aliança
1718,Spain,"This wine is a “product” in every sense of the word. It's consistent from year to year, and if you know Esmeralda, with its sweet blend of Moscatel and Gewürz, then you know that it delivers simple but pleasant lime, kiwi and cantaloupe flavors with a certain watery freshness.",Viña Esmeralda,85,15,Catalonia,Catalunya,NA,Michael Schachner,@wineschach,Torres 2006 Viña Esmeralda Moscatel (Catalunya),Moscatel,Torres
1726,Spain,"For classic Rioja, Monte Real is always a good bet. This offering delivers textbook aromas of dried raspberry and cherry offset by fallen leaves and a pinch of seashell. The palate is still quite fresh, while black cherry, raisin, spice and cocoa flavors finish smooth and long, with a touch of oxidation and a Sherry note for added complexity. Drink through 2022.",Monte Real Gran Reserva,92,47,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Bodegas Riojanas 2006 Monte Real Gran Reserva  (Rioja),Tempranillo,Bodegas Riojanas
2045,Italy,"Very different from the Bricco delle Viole cru expression from the same producer, this wine offers bold, ripe fruit with lingering tones of red cherry, leather, charcoal and campfire. The fruit is thick and succulent and the finish offers sweet, succulent spice flavors. Multiple U.S. importers.",Luigi Baudana Cerretta,92,85,Piedmont,Barolo,NA,NA,NA,G D Vajra 2006 Luigi Baudana Cerretta  (Barolo),Nebbiolo,G D Vajra
2111,France,"A blend of 70% Clairette, 15% Sémillon and 15% Rolle, this is a slightly nutty, almondy white with touches of honeyed richness and apricot. Turns a bit astringent on the finish.",Clos Victoire,87,36,Provence,Coteaux d'Aix-en-Provence,NA,Joe Czerwinski,@JoeCz,Château Calissanne 2006 Clos Victoire White (Coteaux d'Aix-en-Provence),White Blend,Château Calissanne
2299,Germany,"Verging on orange in color, this intensely botrytized wine from one of Germany's unique grape varieties is thick, almost chewy with extract and sugar. Dried apricot aromas lead into orange marmalade flavors with an almost burnt, caramelized quality. Finishes long, with a hint of bitterness that helps balance some of the intense sweetness.",Beerenauslese,90,47,Pfalz,NA,NA,Joe Czerwinski,@JoeCz,Fitz-Ritter 2006 Beerenauslese Rieslaner (Pfalz),Rieslaner,Fitz-Ritter
2301,US,"Compared to Highlands' regular Cab, this is a great example of sometimes, more is less. The '06 Reserve is a gigantic wine, both in ripely extracted currants and in the taste of new, smoky oak. But it's very size makes it ponderous. The question is one of ageability. It could well be a sleeper. Try beyond 2010.",Reserve,90,75,California,Howell Mountain,Napa,NA,NA,Highlands 2006 Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Highlands
2940,US,"Clove and vanilla make for a serious, if not terribly refreshing, opening. There's nice grapefruit and pomelo fruit here and a medium, lemony finish that veers towards tart. Drink up.",Founder's Field Reserve,84,26,New York,North Fork of Long Island,Long Island,NA,NA,Castello di Borghese 2006 Founder's Field Reserve Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,Castello di Borghese
3279,US,"Sturdy and hard in tannins, brisk in acids, this Pinot will benefit from a year or so in bottle. It's extremely dry, with earthy, balsam and mushroom-inspired flavors of blackberries, black cherries and cola.",NA,87,38,California,Russian River Valley,Sonoma,NA,NA,J Vineyards & Winery 2006 Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery
3291,US,"Another super Sauvignon Blanc that shows how well Lake County does with this variety. It's all about the citrus, fig and spicy melon flavors and the juicy acidity, which makes the wine so fresh and clean. Made from the Musqué clone.",ES Vineyard,87,17,California,Lake County,NA,NA,NA,X 2006 ES Vineyard Sauvignon Blanc (Lake County),Sauvignon Blanc,X
3974,US,"You need to give this 100% Cabernet Sauvignon time in the cellar. It's nowhere near ready, even if you're used to tannins in your reds. It's hard as nails in astringency. This 2006 vintage doesn't have quite the concentration of the ‘05, but there are some lovely black cherry and black currant flavors, and they should begin to blossom in 4 or 5 years.",Kronos Vineyard,90,98,California,St. Helena,Napa,NA,NA,Corison 2006 Kronos Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Corison
3983,Austria,"Big, bold and soft, this is way too heavy. Sure, the Grüner spice is all there, but it is at the expense of a fresh, racy character. The toast character doesn't quite work either.",Schenkenbichl,85,48,Kamptal,NA,NA,Roger Voss,@vossroger,Jurtschitsch 2006 Schenkenbichl Grüner Veltliner (Kamptal),Grüner Veltliner,Jurtschitsch
4294,Italy,"Calvarino is another gorgeous expression of Soave Classico from producer Pieropan, widely considered a quality leader in the area. There are deep layers here of flavor and aromas that include peach, nectarine, almond and thick honey. It has good density and persistency in the mouth.",Calvarino,89,30,Veneto,Soave Classico,NA,NA,NA,Pieropan 2006 Calvarino  (Soave Classico),White Blend,Pieropan
4303,France,"Dense, dark wine, with good black plum, fig, coffee and sweet raisin flavors. The ripe tannins fit well into this fruit mélange, with definite richness from new wood. There is good, juicy power here, as the wine finishes well with both dry tannin and fresh acidity.",NA,89,24,Bordeaux,Haut-Médoc,NA,Roger Voss,@vossroger,Château Barreyres 2006  Haut-Médoc,Bordeaux-style Red Blend,Château Barreyres
4363,Portugal,"Inspired by the two halves of the Douro (the other being Ribera del Duero in Spain), this Portuguese wine has minty, ripe, velvet textures, smooth and full-bodied. Very polished and classy, with soft acidity, tarry tannins, new wood and plum juice flavors.",D + D,91,52,Douro,NA,NA,Roger Voss,@vossroger,Sogevinus 2006 D + D Red (Douro),Portuguese Red,Sogevinus
4466,US,"Very dark in color, this jumps out at first because it's showy and high in alcohol, with seemingly sweet overtones that might appeal to lovers of brawny red wine.The oak, green pepper and olive undertones take over on the finish.",Reserve,85,85,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Rigg Estate Vineyards 2006 Reserve Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Rigg Estate Vineyards
4592,US,"Made from 100% Syrah and aged in 100% new French oak, this wine is currently hard, astringent and oaky, with caramel, vanilla and buttered toast aromas and flavors. The actual Syrah itself is clean and pure in ripe blackberry jam. Might do something over the years, but probably best now, with a decant.",Waxing Poetic,87,75,California,California,California Other,NA,NA,Sanguis 2006 Waxing Poetic Syrah (California),Syrah,Sanguis
5004,France,"Dry, lean and structured, here is a wine that initially seems to be missing its fruit. There are hints of black cherries and plum skins, but they are always going to be surrounded by a heavy tannic presence.",NA,88,NA,Bordeaux,Saint-Estèphe,NA,Roger Voss,@vossroger,Château Cos Labory 2006  Saint-Estèphe,Bordeaux-style Red Blend,Château Cos Labory
5585,US,"This refreshing wine is clean and dry, with grapefruit, peach and honeysuckle flavors boosted by high, tingly acidity. Made Sancerre-style, it leaves behind a spicy, fruity aftertaste.",Selections,87,19,California,North Coast,North Coast,NA,NA,Andretti 2006 Selections Fumé Blanc (North Coast),Fumé Blanc,Andretti
6405,France,Classic aromas of cassis and black cherries dominate this impressive effort from the south of France. Sinewy tannins and good concentration make for a fine balance in the mouth while notes of earth and mineral persist on the finish. Drink up.,Cabernet Sauvignon de Pennautier,85,10,Languedoc-Roussillon,Vin de Pays d'Oc,NA,NA,NA,Château de Pennautier 2006 Cabernet Sauvignon de Pennautier Cabernet Sauvignon (Vin de Pays d'Oc),Cabernet Sauvignon,Château de Pennautier
6571,France,"This is a rare venture by Olivier Leflaive outside his home territory around Puligny, Chassagne and Meursault. The wine is classic Corton-Charlemagne, big and bold, a broad-shouldered wine that brings together toastiness, ripe pineapple and mango and balancing, lively acidity. It is already giving great pleasure, but should last well over the next decade.",NA,94,150,Burgundy,Corton-Charlemagne,NA,Roger Voss,@vossroger,Olivier Leflaive 2006  Corton-Charlemagne,Chardonnay,Olivier Leflaive
6594,US,"This nice drinking Chard offers plenty of bang for the buck. It's dry and creamy, with oak-infused pear, peach and green apple fruit flavors that finish in a swirl of dusty spices.",Lot 59,86,13,California,Russian River Valley,Sonoma,NA,NA,Cameron Hughes 2006 Lot 59 Chardonnay (Russian River Valley),Chardonnay,Cameron Hughes
6611,US,"Those used to the fabulous richness of Ed Sbragia's Chardonnays at Beringer might find this disappointing. It's a good wine, with the Burgundian formula of half-barrel fermention in new oak, malolactic fermentation and weekly lees stirring, so it has those winemaker-added notes of creamy, yeasty smokiness. Yet the underlying pear and apple flavors are a little thin.",Home Ranch,86,26,California,Dry Creek Valley,Sonoma,NA,NA,Sbragia 2006 Home Ranch Chardonnay (Dry Creek Valley),Chardonnay,Sbragia
7081,Australia,"De Bortoli's 2006 Estate Grown Pinot Noir lacks the bright fruit and user-friendliness of its Gulf Station or Windy Peak bottlings. Maybe it's too serious for its own good? This medium-bodied wine features leather, mushroom and molasses, and rather crisp acids as well.",Estate Grown,82,41,Victoria,Yarra Valley,NA,Joe Czerwinski,@JoeCz,De Bortoli 2006 Estate Grown Pinot Noir (Yarra Valley),Pinot Noir,De Bortoli
7085,US,"Tastes raisiny, overripe and sweet in cherry jam flavor, with a harsh, peppery mouthfeel. Basically drinkable, but not going anywhere.",NA,82,28,California,Sonoma Coast,Sonoma,NA,NA,Verve 2006 Pinot Noir (Sonoma Coast),Pinot Noir,Verve
7316,Portugal,"Somewhat lean, this has a tart, grapefruit character that sits awkwardly with the otherwise fresh, green fruit character. Hard-edged.",Terra de Lobos,82,7,Ribatejano,NA,NA,Roger Voss,@vossroger,Quinta do Casal Branco 2006 Terra de Lobos White (Ribatejano),Portuguese White,Quinta do Casal Branco
7420,US,"Soft berry and pepper spice aromas give this elegant red a mellow start. On the palate, savory meat and cherry flavors are touched with an herbal lift. Smooth and delicate in nature, and a pretty sipping wine.",Estate Vineyard,86,20,Idaho,NA,NA,Susan Kostrzewa,@suskostrzewa,Koenig Vineyards 2006 Estate Vineyard Merlot,Merlot,Koenig Vineyards
7713,Germany,"Plump and sweet, this corpulent kabinett features aromas and flavors of honey, tangerine and melon, with just the vaguest hints of slatey minerality. A hint of bitterness on the finish helps balanace some of the weight and sugar. Imported by Chapin Cellars, LLC.",Bernkasteler Badstube Kabinett,86,25,Mosel-Saar-Ruwer,NA,NA,Joe Czerwinski,@JoeCz,Dr. H. Thanisch (Erben Thanisch) 2006 Bernkasteler Badstube Kabinett Riesling (Mosel-Saar-Ruwer),Riesling,Dr. H. Thanisch (Erben Thanisch)
7855,France,"Billecart-Salmon's style is dry, so an Extra Brut will be almost bone-dry. This wine is crisp and tight, bringing out grapefruit and citrus flavors and a steely, mineral character. It is still young, with freshness dominant, and needs to mature to blossom into a very fine Champagne. Drink from 2018.",Vintage Extra Brut,94,85,Champagne,Champagne,NA,Roger Voss,@vossroger,Billecart-Salmon 2006 Vintage Extra Brut  (Champagne),Champagne Blend,Billecart-Salmon
7877,Italy,"Delivering elegance and structure, this stunning wine opens with delicate aromas of bread crust, toast, dried fruit, pastry cream and nectarine zest that all carry over to the silky palate. It boasts a lovely depth of flavors that are exalted by tangy acidity and an ultrafine perlage. It's already enjoyable but will continue to develop complexity over the next decade. Drink 2016–2026.",Cuvée Annamaria Clementi,94,90,Lombardy,Franciacorta,NA,Kerin O’Keefe,@kerinokeefe,Ca' del Bosco 2006 Cuvée Annamaria Clementi Sparkling (Franciacorta),Sparkling Blend,Ca' del Bosco
8597,South Africa,"A soft, elegant nose evokes darker berries and spice on this subtle Pinotage. On the palate, pronounced spice and smoke is softened by luscious fruit and smooth tannins. A very pretty wine and an accessible version of a tough variety.",Phanto Ridge Limited Release,89,18,Robertson,NA,NA,Susan Kostrzewa,@suskostrzewa,Robertson Winery 2006 Phanto Ridge Limited Release Pinotage (Robertson),Pinotage,Robertson Winery
8926,US,"This bottling continues to impress after all these years with its complexity and sheer deliciousness. The '06 shows charred barrel fermentation notes of pungent, smoky wood, but there's a great heart of citrus, melon and pepper spice flavors that makes the wine rich and rewarding. It's made even better by zesty acidity and a bone-dry finish.",La Petite Etoile,91,20,California,Russian River Valley,Sonoma,NA,NA,Chateau St. Jean 2006 La Petite Etoile Fumé Blanc (Russian River Valley),Fumé Blanc,Chateau St. Jean
9019,US,"More tannic than in past vintages, Bella's '06 Belle Canyon shows the same briary, brambly flavors, with spicy wild berries and olive tapenade accented with fresh green sage, black pepper and rosemary. Drink this exuberant Zin soon, with spicy grilled meats.",Belle Canyon,88,35,California,Dry Creek Valley,Sonoma,NA,NA,Bella 2006 Belle Canyon Zinfandel (Dry Creek Valley),Zinfandel,Bella
9485,Chile,"A little candied and jumpy on the nose, with floral, grapey aromas. The palate is wide and stocky, with grabby tannins that turn the flavors of bold berry and plum a bit thick. Fruity and extracted on the finish; good wine but needs some refinement to match the big size.",Chamán Gran Reserva,87,20,Colchagua Valley,NA,NA,Michael Schachner,@wineschach,Viña Santa Cruz 2006 Chamán Gran Reserva Malbec (Colchagua Valley),Malbec,Viña Santa Cruz
9936,US,"A rich, complex Pinot that shows the intricacies of Santa Lucia Pinot Noir yet retains an immediate drinkability for its silky fruit forwardness. Dry and crisp, the flavors of cherries, currants, cola, vanilla and smoky oak finish with a clean spiciness.",NA,90,32,California,Santa Lucia Highlands,Central Coast,NA,NA,Tamayo Family 2006 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Tamayo Family
9991,US,"Dark, tannic and toasty, it's a rich mouthful of wine. The fruit is moderately ripe, with light berry flavors; but the toast and chocolate and coffee barrel flavors add a lot of weight and punch. Nice winemaking from Gordy Hill turns out a delicious wine.",The Estates,89,25,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Milbrandt 2006 The Estates Merlot (Wahluke Slope),Merlot,Milbrandt
10762,US,"Napa red wine hardly gets more delicious than this. It's so soft and velvety, so rich in chocolate, blackberry and smoky oak flavors, that you can't resist sip after sip. It really defines the modern Napa style. The blend is Tempranillo, Merlot, Cabernet Sauvignon and Malbec, and the grapes were grown on the winery's estate vineyard in the heart of Atlas Peak.",The Doctor,94,75,California,Napa Valley,Napa,NA,NA,Krupp Brothers 2006 The Doctor Red (Napa Valley),Red Blend,Krupp Brothers
10778,Italy,"This refined sparkling wine has a classic Franciacorta fragrance of candied fruit, almond and just a whiff of vanilla. The palate delivers ripe peach and nut flavors andd a hint of bread crust. Fine perlage and a crisp, quenching finish.",Extra Brut,90,67,Lombardy,Franciacorta,NA,Kerin O’Keefe,@kerinokeefe,Ferghettina 2006 Extra Brut Sparkling (Franciacorta),Sparkling Blend,Ferghettina
11539,US,"Here's a supple, polished and delicious Pinot Noir, so drinkable on its own or with a nice steak. Dry and elegant, it has long, rich flavors of cherries, raspberries, cola, vanilla, cinnamon, clove and cedar. As beautiful as it is now, it should slowly evolve over the next eight years.",Ramal Vineyard Swan Selection,92,42,California,Carneros,Napa-Sonoma,NA,NA,Buena Vista 2006 Ramal Vineyard Swan Selection Pinot Noir (Carneros),Pinot Noir,Buena Vista
