id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
79,Portugal,"Grown on the sandy soil of Tejo, the wine is typically soft and open. It is very accessible—with black fruits and light tannins for this grape. It is ready to drink.",Bridão,86,NA,Tejo,NA,NA,Roger Voss,@vossroger,Adega Cooperativa do Cartaxo 2014 Bridão Touriga Nacional (Tejo),Touriga Nacional,Adega Cooperativa do Cartaxo
199,US,"This is a beatifully balanced, not-too-full-bodied wine from vines grown at 2,400 feet in the Sierra range. It has classic black cherry, black olive and anise aromas, harmonious fruit flavors accented with light oak spiciness and a firm, fine-grained tannic structure.",Rising Starr Estate Bottled,90,28,California,Nevada County,Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Starr 2014 Rising Starr Estate Bottled Cabernet Franc (Nevada County),Cabernet Franc,Sierra Starr
224,Argentina,"Blackberry and road-tar aromas are dark and stout. This is moderately tannic and a bit rough and jagged on the palate. Flavors of stewed black plum and prune are ripe almost to an extreme, and that's how it finishes as well.",Lunta,90,22,Mendoza Province,Luján de Cuyo,NA,Michael Schachner,@wineschach,Mendel 2014 Lunta Malbec (Luján de Cuyo),Malbec,Mendel
364,US,"For 2014, the Weber is the star of a very fine Winderlea lineup. Dark and deeply concentrated, it's jammed with black cherry fruit, annotated with anise and showing a hint of gunmetal. The tannins are ripe and taste of clean earth. This is a fine candidate for aging. Drink now through 2030.",Weber Vineyard,95,48,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
522,US,"The Sims is amped up in 2014, dark and thick and showing a roasted character. Mocha, black tea and Kahlua flavors push the palate into a gritty charred mode. It's delicious, liquorous, and suitable for smoky ribs or a juicy burger. Drink now through 2020.",Sims Vineyard,91,55,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
706,France,"Very fruity and fresh, this wine has crisp apples as well as red fruit giving it a bright, delicious feeling. The acidity goes right through the wine, giving a beautifully fresh feel that points up the fragrant raspberries. Vineyards are in the heart of the sandy soils of the Saint Tropez peninsula.",TwoB,91,20,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Domaine de la Bastide Blanche 2014 TwoB Rosé (Côtes de Provence),Rosé,Domaine de la Bastide Blanche
1182,Australia,"Beyond a hint of stuck flint on the nose, this offers clean, varietally correct aromas and flavors of white nectarine, grapefruit and gooseberry. It's nicely balanced in the middle of the spectrum, offering a harmonious mix of stone fruit and citrus.",Beacon Hill,88,13,South Australia,South Australia,NA,Joe Czerwinski,@JoeCz,Beresford 2014 Beacon Hill Sauvignon Blanc (South Australia),Sauvignon Blanc,Beresford
1189,France,"This rich wine is full and has a good balance of acidity and fruit. The lightly mineral texture gives bite and crispness. It is still a young, tight wine needing another few months. Drink from 2017.",NA,88,70,Burgundy,Chassagne-Montrachet,NA,Roger Voss,@vossroger,Château de Santenay 2014  Chassagne-Montrachet,Chardonnay,Château de Santenay
1206,US,"There's a touch (17%) of new oak here, which adds flavors of caramel and vanilla to the rather tart and simple fruit. It falls into the generic yellow/green apple style, with hints of arugula.",Apreciação Estate Vineyard,87,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2014 Apreciação Estate Vineyard Chardonnay (Willamette Valley),Chardonnay,Coelho
1217,Italy,"Alluring aromas of dark-skinned berry, exotic spice and an earthy note of tilled soil come together in the glass. The elegant, structured palate delivers red currant, Marasca cherry and star anise alongside bright acidity and refined tannins. It's well balanced and delicious. Drink through 2022.",Piano Alto,93,33,Piedmont,NA,NA,Kerin O’Keefe,@kerinokeefe,Bava 2014 Piano Alto Barbera,Barbera,Bava
