id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
111,US,"This 100% varietal wine opens in a heady aroma of leather pouch, clove and marshmallow. Both herbaceous and tannic, it begs for more time in the bottle or substantial swirling in the glass.",Wolff Vineyard,87,85,California,Yountville,Napa,Virginie Boone,@vboone,Piña 2013 Wolff Vineyard Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Piña
145,US,"Cooked cranberry is spiced with anise, peppercorn and roasted beef slices on this bottling from a vineyard planted by three brothers who are longtime Salinas Valley farmers. The palate shows dark cranberry and raspberry, spiced up by chopped sage, thyme and bay leaf.",Guidotti Vineyard,91,64,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2013 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa
149,US,"Smashed blackberry and blueberry fruit are enhanced by burned caramel, heavy slate and touches of soy and smoke on the nose. There's great depth in both body and flavors once sipped, with a layer of fine-grained tannins revealing teriyaki, black plum, boysenberry and touches of lavender.",Destruction Level,91,35,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2013 Destruction Level Red (Monterey),Rhône-style Red Blend,Wrath
211,France,"This is taut and sinewy in profile, but shows off a fine range of aromas, from thyme and lavender to cocoa, red plum and ripe cherry. The raspberry and herb flavors finish in a storm of firm tannins. Drink 2020–2025.",Les Christins,90,32,Rhône Valley,Vacqueyras,NA,Joe Czerwinski,@JoeCz,Famille Perrin 2013 Les Christins Red (Vacqueyras),Rhône-style Red Blend,Famille Perrin
217,Portugal,"Wood aging gives this ripe blend of Baga and Touriga Nacional its richness and density. It's full of black fruit, toast and a touch of pepper. With ripe tannins and crisp acidity, it can easily age another year. Drink from 2018.",NA,90,20,Beira Atlantico,NA,NA,Roger Voss,@vossroger,Quinta de Foz de Arouce 2013 Red (Beira Atlantico),Portuguese Red,Quinta de Foz de Arouce
357,France,"Produced from vines more than 100 years old in the heart of the Clos de Vougeot vineyard, this is an impressive wine with a long future. The wood aging is already surrounded by ripe, intense black fruits. A fresher character comes from the bright acidity of the vintage, giving the wine a lift. The aftertaste is long and concentrated. Drink from 2024.",Vieilles Vignes,95,350,Burgundy,Clos de Vougeot,NA,Roger Voss,@vossroger,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),Pinot Noir,Château de la Tour
559,US,"This mostly Syrah blends in 6% Grenache, combining the two grapes from the property's estate into an opaque, juicy expression of black licorice, tar, cigar, grilled mushrooms atop a meaty steak and plenty of black pepper. Big and bold in every sense of the word, it retains just enough acidity to maintain an inviting nature and beguiling floral backbone.",Hail Mary,93,48,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),Syrah-Grenache,Limerick Lane
807,Australia,"Without any new oak or lees stirring, this wine's sole focus is on the fruit. Pineapple, melon and peach notes are pure and striking, supported by just hints of vanilla and cream. This medium-bodied Chardonnay finishes in a flurry of tangerine and lime.",Farrago,90,66,Victoria,Mornington Peninsula,NA,Joe Czerwinski,@JoeCz,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Chardonnay,Kooyong
939,US,"This wine puts jammy aromas, very ripe flavors, full body and deep, dark fruit flavors on a broad, soft texture.",Melange d'Amis Reserve,87,55,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Cuda Ridge Wines 2013 Melange d'Amis Reserve Red (Livermore Valley),Bordeaux-style Red Blend,Cuda Ridge Wines
943,Spain,"Slightly gritty aromas are just barely ripe enough. This feels tight, acidic and like tomato juice. Flavors of salty berry fruits, tomato, oak and vanilla are modest but complete. Given how cool 2013 was in Rioja, this is quite good.",Crianza,87,18,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Finca del Marquesado 2013 Crianza  (Rioja),Tempranillo Blend,Finca del Marquesado
