id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
376,Italy,"A well-judged, well-structured wine that balances fresh, crisp and light fruit against flavors of peaches, almonds and cinnamon. It will be better in two or three years' time.",Zuc de Volpe,88,18,Northeastern Italy,Colli Orientali del Friuli,NA,Roger Voss,@vossroger,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini
7604,Chile,"Anise and mineral add character to the aggressive, starchy nose. Flavors of ripe apple and mustard create a heavier-than-usual palate, although there's ample acidity to keep it more or less balanced. The finish is dry, with just a touch of citrus flavor. And at the very end it turns thin and rough.",Jardin,83,9,Colchagua Valley,NA,NA,Michael Schachner,@wineschach,Guelbenzu 2002 Jardin Chardonnay (Colchagua Valley),Chardonnay,Guelbenzu
10018,France,"With vineyards in the southern vineyards of the Aube, Vincent Couche makes a rich style of Champagne. This 2002 vintage, now maturing well, is ripe—almost opulent—in character. Its peach and apricot flavors shine at the fore, extended on the palate with a brisk, nervy texture.",Millésime Brut,91,54,Champagne,Champagne,NA,Roger Voss,@vossroger,Vincent Couche 2002 Millésime Brut  (Champagne),Champagne Blend,Vincent Couche
10384,France,"This has a touch of toast and a rich character. A creamed pear note mingles with lime-driven acidity and a delicious, warm tropical-fruit aftertaste.",Séduction Brut,91,60,Champagne,Champagne,NA,Roger Voss,@vossroger,Charles Ellner 2002 Séduction Brut  (Champagne),Champagne Blend,Charles Ellner
16136,France,"Maturing well, this is a rich Champagne. Its fruit flavors have gained a golden glow of toast and almond flavors, while retaining a taut, textured acidity. Ready to drink now.",Cuvée Guy Joly Mémory Brut,93,120,Champagne,Champagne,NA,Roger Voss,@vossroger,Veuve Doussot 2002 Cuvée Guy Joly Mémory Brut  (Champagne),Champagne Blend,Veuve Doussot
29578,Australia,"The mixed plum fruit is unremarkable but fine. In terms of texture, there's not much, until some powdery-woody tannins pop up on the back end.",Kanga's Leap,82,8,Australia Other,South Eastern Australia,NA,NA,NA,Riverina Estates 2002 Kanga's Leap Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,Riverina Estates
30521,Italy,"This sparkling wine has a fragrance of honey, almond and banana peel. The palate is a bit evolved, but shows ripe yellow apple, white chocolate, flint and pastry notes. It has an elegant perlage and closes on an almond note.",Comitissa Glod Gran Riserva,90,60,Northeastern Italy,Alto Adige,NA,Kerin O’Keefe,@kerinokeefe,Lorenz Martini 2002 Comitissa Glod Gran Riserva Sparkling (Alto Adige),Sparkling Blend,Lorenz Martini
44360,Italy,"This vibrant and sophisticated Cuvée shows aromas of sourdough, yellow fruit, subtle notes of exotic spice and dried apricot. The mouthfeel is dense and creamy and the wine boasts impressive persistency on the finish.",Cuvée Annamaria Clementi,92,NA,Lombardy,Franciacorta,NA,NA,NA,Ca' del Bosco 2002 Cuvée Annamaria Clementi Sparkling (Franciacorta),Sparkling Blend,Ca' del Bosco
45630,Italy,"What stands out here is the wine's complexity. Dried apricots, honey and almond paste are framed by a tiny hint of mint or chopped basil. The wine is very sweet in the mouth but it is also balanced out by a blast of fresh acidity on the close. A blend of Garganega, Sauvignon, Chardonnay and Cortese.",Monastero Passito,91,32,Veneto,Veneto,NA,NA,NA,Monte del Frá 2002 Monastero Passito White (Veneto),White Blend,Monte del Frá
49216,Italy,"A full, rich, concentrated wine, with fat, ripe fruit and a touch of acidity. Big and powerful, it has a fresh, clean aftertaste.",NA,87,13,Northeastern Italy,Alto Adige,NA,Roger Voss,@vossroger,Cantina Tramin 2002 Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Tramin
49218,Italy,"From what is claimed to be the highest vineyard in Europe, at 3,000 feet, comes this surprisingly ripe, full-flavored Müller-Thurgau, with soft acidity and a fine, crisp, green finish.",Feldmarschall von Fenner,87,27,Northeastern Italy,Alto Adige,NA,Roger Voss,@vossroger,Tiefenbrunner 2002 Feldmarschall von Fenner Müller-Thurgau (Alto Adige),Müller-Thurgau,Tiefenbrunner
49229,Italy,"A soft, rounded wine with hints of oak from the one-third barrel aging. Concentrated and firm, it is already well in balance, with soft, creamy flavors.",Kastelatz,87,23,Northeastern Italy,Alto Adige,NA,Roger Voss,@vossroger,Elena Walch 2002 Kastelatz Pinot Bianco (Alto Adige),Pinot Bianco,Elena Walch
50837,Australia,"Nice floral, pear and vanilla notes waft from the nose. Its body is on the soft side, but the sweetish, white stone fruit-and-citrus profile (and its bargain price) are surefire crowd pleasers.",NA,85,8,Australia Other,South Eastern Australia,NA,NA,NA,Black Swan 2002 Chardonnay (South Eastern Australia),Chardonnay,Black Swan
53190,France,"This is a beautifully balanced, elegant and mature sparkler. There is fruit—ripe strawberry—but the main character is its fine balance and richness. It can age, though it is at its best now.",Cuvée Elisabeth Salmon Brut Rosé,94,222,Champagne,Champagne,NA,Roger Voss,@vossroger,Billecart-Salmon 2002 Cuvée Elisabeth Salmon Brut Rosé  (Champagne),Champagne Blend,Billecart-Salmon
56761,Italy,"Buttered baguette, apricot, chestnut honey and yellow rose describe the fragrant nose of this luminous sparkling wine from northern Italy. It boasts well-integrated acidity and lively freshness on the close.",Dosage Zero,90,88,Lombardy,Franciacorta,NA,NA,NA,Ca' del Bosco 2002 Dosage Zero Sparkling (Franciacorta),Sparkling Blend,Ca' del Bosco
60390,Italy,"A fresh, ripe style of wine, with spice and roundness. It has crisp citrus flavors to give it a lively aftertaste.",I Fiori del Borgo,86,NA,Northeastern Italy,Collio,NA,Roger Voss,@vossroger,Borgo Conventi 2002 I Fiori del Borgo Pinot Grigio (Collio),Pinot Grigio,Borgo Conventi
60550,Spain,"Ysios is a ripe, smooth wine with polished aromas of black fruit, charred meat and vanilla. The palate has black cherry, plum, bacon and chocolate flavors, and the finish is smoky. Throughout there's a nice grilled character to the wine, which isn't very complicated and isn't likely to improve much with age. Drink now through 2010.",Reserva,89,30,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Ysios 2002 Reserva  (Rioja),Tempranillo,Ysios
61926,Chile,"On the nose, it's floral and sweet, with a sticky quality to the fruit. In the mouth, it's like lemon-lime soda, with some bitter green melon thrown in. And the feel is thin and acidic. A tangy, lean rendition of this potentially interesting variety.",Montemar,82,8,Curicó Valley,NA,NA,Michael Schachner,@wineschach,Aresti 2002 Montemar Gewürztraminer (Curicó Valley),Gewürztraminer,Aresti
62917,US,"Rather heavy in texture, with the weight of a Rhone wine, and thick, fruity flavors of plums, heirloom tomatoes, cola, espresso and oak. Very dry, with smooth tannins. This is a big Pinot, clean and complex, although not particularly delicate.",Estate,87,33,California,Russian River Valley,Sonoma,NA,NA,Russian Hill 2002 Estate Pinot Noir (Russian River Valley),Pinot Noir,Russian Hill
69034,Italy,"An excellent example of this local grape variety, this is an aromatic, full-bodied wine, with ripe fruit. Aromas of lavender are followed on the palate by flavors of almonds and fresh, green fruits.",Luc de Volpe Tocai Friulano,89,18,Northeastern Italy,Colli Orientali del Friuli,NA,Roger Voss,@vossroger,Volpe Pasini 2002 Luc de Volpe Tocai Friulano Tocai (Colli Orientali del Friuli),Tocai,Volpe Pasini
77679,US,"Full bodied and viscous on the palate, the wine is balanced by bright acidity that gives it good focus. Peach, grapefruit, apple and spice notes are at the core here, followed by a lemony fresh finish. Quite fruity in style and fairly sweet. Try it as an aperitif or with duck and sweet sauces.",NA,87,10,California,Monterey,Central Coast,NA,NA,Maddalena 2002 Riesling (Monterey),Riesling,Maddalena
78118,France,"This certainly has maturity, giving it toasty flavors and a touch of oxidation. But it balances that with ripe yellow fruit, ripe acidity and a firm texture. It's rich and complex, balancing ripe fruit and more a rounded finish. Don't age it, though—enjoy it with food now.",Egérie Extra Brut,92,NA,Champagne,Champagne,NA,Roger Voss,@vossroger,Pannier 2002 Egérie Extra Brut  (Champagne),Champagne Blend,Pannier
82611,Spain,"At 70% Garnacha and 30% Tempranillo, this hold-over from the sketchy 2002 harvest starts with an odd blend of clove and shaved wood notes, while the palate pushes basic cherry and tangy raspberry flavors.",Crianza Grenache-Tempranillo,83,13,Northern Spain,Cariñena,NA,Michael Schachner,@wineschach,Valle Rojo 2002 Crianza Grenache-Tempranillo Red (Cariñena),Red Blend,Valle Rojo
85433,Italy,"The depth and dimension of this wine are extraordinary and so are its aromas of plum, fresh berry, exotic spice, resin, pine forest, vanilla, bramble and chopped herb. These many nuances blend together to form a complex, balanced whole backed by solid structure and good intensity of flavors. The wine undergoes long maceration on the grape skins and ages two years in oak barrel.",NA,90,45,Northeastern Italy,Venezia Giulia,NA,NA,NA,Bressan 2002 Pinot Nero (Venezia Giulia),Pinot Nero,Bressan
105184,France,"This recently released 2002 is still showing its youth, with a firm, mineral edge to it. But it does have the right refreshingly crisp character, along with intense fruits, and acidity that just powers right through. Wait 3–4 years.",Fleuron Premier Cru Blanc de Blancs Brut,93,64,Champagne,Champagne,NA,Roger Voss,@vossroger,Pierre Gimonnet et Fils 2002 Fleuron Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pierre Gimonnet et Fils
