id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
135,Italy,"The color is just beginning to show signs of browning at the edge, but the wine is still fresh and vibrant. The nose is complex, showing licorice, summer fruits, caramel and roses. On the palate, it is soft and pleasant, but lacks some concentration.  At its peak, but will drink well for a few years.",Sorano,91,60,Piedmont,Barolo,NA,NA,NA,Giacomo Ascheri 2001 Sorano  (Barolo),Nebbiolo,Giacomo Ascheri
1907,Italy,"Apricot, peach cobbler, sticky honey, white flower and macadamia nut color a seductively sweet wine from Puglia, the heel of the Italian “boot.” Thanks to strong sunshine and cooling breezes, Malvasia grapes lose their water mass, resulting in rich concentration and intense fragrances.",Gravisano Passito,89,30,Southern Italy,Murgia,NA,NA,NA,Botromagno 2001 Gravisano Passito Malvasia Bianca (Murgia),Malvasia Bianca,Botromagno
2713,Chile,"Some earthy, herbal cranberry scents are given life by a touch of smoky oak. The palate is sweet and wholesome, and very well balanced. The finish gives a hint of syrup and oak, but the fruit is ripe and succulent enough to handle that.",Edicion Limitada - 66 Barricas,87,NA,Maipo Valley,NA,NA,Michael Schachner,@wineschach,Morandé 2001 Edicion Limitada - 66 Barricas Cabernet Franc (Maipo Valley),Cabernet Franc,Morandé
7156,Italy,"A promising nose of blueberries, vanilla and spices. On the palate it was less exciting; the fruit was  muted, and there was not much else showing. The finish proved surprisingly long, and as the wine lay in the glass, it did show signs of improvement.",Rosa del Marchese,84,19,Piedmont,Barbera d'Asti,NA,NA,NA,Gruppo Casaleone 2001 Rosa del Marchese  (Barbera d'Asti),Barbera,Gruppo Casaleone
7436,US,"Ripely fruity, with sun-warmed flavors of white peach and nectarine. Acids are fine, and boost the structure. There's also a subtle overlay of oak that adds to the tastes.",NA,86,14,California,El Dorado County,Sierra Foothills,NA,NA,Perry Creek 2001 Chardonnay (El Dorado County),Chardonnay,Perry Creek
7717,Spain,"The nose blends overtly floral, fruity lead aromas with secondary notes of shoe polish and leather, but in the end it's a little mute. The mouth offers standard plum and berry flavors, while the mouthfeel is chunky and generally quite pure. This is not a thoroughbred, but it's more than a good plow horse.",Arderius Reserva,86,28,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Bodegas Leza García 2001 Arderius Reserva  (Rioja),Tempranillo,Bodegas Leza García
7841,US,"A popular style, fruity and forward, with the emphasis on citrus, grapefruit and apricot, rather than floral qualities. Sweet fruit set against tangy acid makes it a versatile food wine too.",NA,87,8,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2001 Gewürztraminer (Columbia Valley (WA)),Gewürztraminer,Chateau Ste. Michelle
13028,Spain,"Might this be the best wine Marqués de Cáceres has produced? The vintage is one of Spain's greatest, and gran reserva is supposed to be Rioja in its loftiest form. So indulge in this beauty's rock-solid structure, lovely violet and raspberry aromas, and long, stout finish. Best from 2012–2018.",Gran Reserva,92,35,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Marqués de Cáceres 2001 Gran Reserva  (Rioja),Tempranillo Blend,Marqués de Cáceres
13551,Australia,"Smells sweet and soft, with vanilla, peach and caramel aromas. It's similar at first in the mouth; then it turns even sweeter on the finish, with caramel popcorn flavors.",NA,85,14,Western Australia,Western Australia,NA,NA,NA,Element 2001 Chardonnay (Western Australia),Chardonnay,Element
19123,France,"Heavy and waxy, with overdone varietal aromas that seem oily. Lots of pepper and cumin, but what about the fruit and acidity? Nowhere to be found.",Vin de Pays de l'Ardeche,80,10,France Other,France,NA,Michael Schachner,@wineschach,Georges Duboeuf 2001 Vin de Pays de l'Ardeche Viognier (France),Viognier,Georges Duboeuf
