id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
52,Italy,"The Monica grape often shows a rustic or raw quality, with aromas of cherry cola, black pepper and sour fruit. This expression does just that, with an added touch of bright acidity on the finish.",Dolia,85,14,Sicily & Sardinia,Monica di Sardegna,NA,NA,NA,Cantine di Dolianova 2010 Dolia  (Monica di Sardegna),Monica,Cantine di Dolianova
625,Italy,Here's a pure expression of the Garganega grape that sees (in part) 8 months of oak aging for extra density and thickness. The wine shows spicy notes of cinnamon and white pepper backed by peach and candied fruit.,NA,87,15,Veneto,Soave,NA,NA,NA,Corte Falco 2010  Soave,Garganega,Corte Falco
1015,US,"A nice tarry funk along with dried mint and menthol cigarette scents characterize the nose of this blend of 63% Cabernet Sauvignon, 33% Syrah and 4% Petite Verdot. The creosote sense carries to the palate, meeting with black cherry, dried bouquet garni and quite grippy tannins.",Profonde Winemaker's Reserve,88,48,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Callaway 2010 Profonde Winemaker's Reserve Red (Temecula Valley),Red Blend,Callaway
1112,France,"Dense almost to the point of chewiness, this is a concentrated blend of Syrah, Carignan and Grenache. Earthy, plummy notes pick up hints of dark chocolate and licorice before ending rich and velvety.",Les Cimels,90,17,Rhône Valley,Costières de Nîmes,NA,Joe Czerwinski,@JoeCz,Château d'Or et de Gueules 2010 Les Cimels Red (Costières de Nîmes),Rhône-style Red Blend,Château d'Or et de Gueules
1262,US,"This wine opens sweet, smelling of lemon and grapefruit, and is appropriately creamy in mouthfeel, with a sliver of sweetness on the finish.",NA,85,20,California,Contra Costa County,Central Coast,Virginie Boone,@vboone,Hannah Nicole Vineyards 2010 Viognier (Contra Costa County),Viognier,Hannah Nicole Vineyards
1278,Italy,"This simple Sicilian red delivers bright berry fruit, blue flower and white almond skin. It shows almost Pinot Noir-like aromas and the power and gritty mouthfeel usually associated with Nero d'Avola.",NA,84,10,Sicily & Sardinia,Sicilia,NA,NA,NA,Resonata 2010 Nero d'Avola (Sicilia),Nero d'Avola,Resonata
1686,US,"Fragrant with a mix of sweet grass and dusty blossom, this pleasant Sauvignon Blanc makes you wonder why the grape is so rare in Oregon. Here in the Umpqua Valley it finds a sweet spot, fresh and varietal, round and tart, with the added complexity of the flowery aromatics.",NA,90,18,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Melrose 2010 Sauvignon Blanc (Umpqua Valley),Sauvignon Blanc,Melrose
1732,Italy,"Classic Sangiovese aromas of underbrush, pressed powder, violet and wild berry mingle in the glass. The vibrant palate offers layers of black cherry, dried red cherry, white pepper, truffle and savory herb alongside firm but refined tannins and bright acidity. This is all about polish and finesse. Drink 2018–2028.",NA,92,90,Tuscany,Brunello di Montalcino,NA,Kerin O’Keefe,@kerinokeefe,Lambardi 2010  Brunello di Montalcino,Sangiovese,Lambardi
2286,US,"This is a rustic but likeable wine. It's dry, tannic and full-bodied, with good varietal flavors of black currants, dark chocolate and sweet, smoky oak. Drink soon.",Black Dog Series,85,25,California,Napa Valley,Napa,NA,NA,Hill Wine Company 2010 Black Dog Series Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hill Wine Company
2412,Italy,"The Monica grape often shows a rustic or raw quality, with aromas of cherry cola, black pepper and sour fruit. This expression does just that, with an added touch of bright acidity on the finish.",Dolia,85,14,Sicily & Sardinia,Monica di Sardegna,NA,NA,NA,Cantine di Dolianova 2010 Dolia  (Monica di Sardegna),Monica,Cantine di Dolianova
2607,Chile,"This wine from the Santa Carolina family opens with ripe blackberry, prune and minerally aromas. It's rubbery and deep on the palate, with dark, toasty flavors of blackberry and bitter chocolate. A lightly herbal and spicy tasting finish with medium intensity fades away with lactic creaminess.",Raices Nobles,90,21,Maipo Valley,NA,NA,Michael Schachner,@wineschach,Ochagavia 2010 Raices Nobles Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Ochagavia
2686,US,"This 95% Cabernet Sauvignon with the balance of Merlot, Syrah and Malbec, is immediately accessible with notes of char, roasted coffee bean and cherry. The palate is rich, chocolaty and seamlessly stitched together.",Canoe Ridge Estate,90,30,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2010 Canoe Ridge Estate Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Chateau Ste. Michelle
2787,Portugal,"Soft, round and gentle, this has a creamed apple flavor. It has a full, ripe character, with just an edge of green herb and spice.",Boa Memória Branco,84,NA,Alentejano,NA,NA,Roger Voss,@vossroger,Monte Seis Reis 2010 Boa Memória Branco White (Alentejano),Portuguese White,Monte Seis Reis
2919,Italy,"Rustic aromas recall wet earth, barnyard and leather with a whiff of ripe, black fruit. The thick palate is rather muddled and delivers both sweet and bitter sensations of prune, overripe black plum, confectionary flavors, vanilla and notes of resin alongside astringent tannins that dry out the mouth.",Podere Cariano,86,35,Veneto,Amarone della Valpolicella Classico,NA,Kerin O’Keefe,@kerinokeefe,Le Bertarole 2010 Podere Cariano  (Amarone della Valpolicella Classico),Red Blend,Le Bertarole
3155,US,"A solid effort that delivers all the buttery, creamy and fruity flavors most consumers love. Clean and vibrant in mouthwatering acidity, it's rich in pineapple, orange and spicy pear flavors.",Coastal Estates,86,11,California,California,California Other,NA,NA,Beaulieu Vineyard 2010 Coastal Estates Chardonnay (California),Chardonnay,Beaulieu Vineyard
3173,US,"At first this shows some earthy, volatile aromas. The mineral-driven palate has tart, slightly bitter fruit flavors, suggesting crabapple and wild berry.",Atração,86,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2010 Atração Pinot Noir (Willamette Valley),Pinot Noir,Coelho
3597,France,"This intensely fruity wine has richness, yellow fruit flavors and a touch of spice and citrus zest. Its soft aftertaste that makes it immediately attractive.",Sélection Prestige,86,15,Bordeaux,Bordeaux Blanc,NA,Roger Voss,@vossroger,Domaines Barons de Rothschild (Lafite) 2010 Sélection Prestige  (Bordeaux Blanc),Bordeaux-style White Blend,Domaines Barons de Rothschild (Lafite)
3632,US,"A bit unripe, with some vegetal flavors along with the blackberries. There's also a lot of sweet heat from high alcohol.",Zinfusion Reserve,82,18,California,Paso Robles,Central Coast,NA,NA,Castoro Cellars 2010 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars
3705,Italy,"Made without adding the customary sweetening dosage, this elegant blend of Chardonnay, Pinot Bianco and Pinot Nero opens with floral aromas of passion fruit, ripe pear and walnut. The subtle palate delivers citrus, Golden Delicious apple and toasted walnut alongside brisk acidity and a fine mousse.",Pas Dosé Vintage,91,45,Lombardy,Franciacorta,NA,Kerin O’Keefe,@kerinokeefe,Fratelli Berlucchi 2010 Pas Dosé Vintage Sparkling (Franciacorta),Sparkling Blend,Fratelli Berlucchi
3713,Italy,"This is nicely balanced and easy in terms of its tannins and overall intensity, with enough structure to pair with game meat or succulent red meat. The bouquet is redolent of spice, black fruit and crushed granite.",Rubrato,88,19,Southern Italy,Irpinia,NA,NA,NA,Feudi di San Gregorio 2010 Rubrato Aglianico (Irpinia),Aglianico,Feudi di San Gregorio
3938,Portugal,"Light red wine, with a stalky black currant character. It is very fruity, showing herbs and soft tannins. Almost an apéritif red, certainly one for lightly flavored dishes.",Casal Garcia Tinto,83,8,Portuguese Table Wine,NA,NA,Roger Voss,@vossroger,Aveleda 2010 Casal Garcia Tinto Red (Portuguese Table Wine),Portuguese Red,Aveleda
4553,US,"Soft, dull and vegetal. Still, it's drinkable for some modest cola flavors and velvety mouthfeel.",NA,81,14,California,California,California Other,NA,NA,Vinum 2010 Pinot Noir (California),Pinot Noir,Vinum
4787,Italy,"Vintner Adriano Gigante delivers a thick, resiny Ribolla Gialla with aromas of candied fruit, caramel and apricot. Try this pretty wine with ravioli stuffed with yellow squash.",NA,86,18,Northeastern Italy,Colli Orientali del Friuli,NA,NA,NA,Gigante 2010 Ribolla Gialla (Colli Orientali del Friuli),Ribolla Gialla,Gigante
4803,US,"Shows ripe, grapey raspberry and cherry jam flavors, with a bite of citrusy acidity. A good Pinot Noir for drinking with roast salmon or a juicy hamburger.",NA,85,20,California,Monterey,Central Coast,NA,NA,Carmel Road 2010 Pinot Noir (Monterey),Pinot Noir,Carmel Road
4916,Portugal,"Straw yellow in color, this now mature wine is made from 100-year old vines, planted in sandy soils above the Tejo (Tagus) river. It has richness, touches of toast and yeast and smooth flavors of vanilla and spice. Yellow fruits and light acidity shine at the end.",Monte Cascas Reserva,91,60,Tejo,NA,NA,Roger Voss,@vossroger,Casca Wines 2010 Monte Cascas Reserva Fernão Pires (Tejo),Fernão Pires,Casca Wines
4918,US,"This is a reserve-level blend of Cabernet Franc and Merlot, given extra bottle-age prior to release. If you favor more than a hint of stem and herb in your Bordeaux-style blends, you'll find this quite interesting. Complex layers of iron, smoke, coffee grounds and cassis are in play, with a slight bitterness to the tannins. Pair it up with lamb chops right off the grill.",Vinum Pro Virtus Arsenal,91,40,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Quady North 2010 Vinum Pro Virtus Arsenal Cabernet Franc-Merlot (Applegate Valley),Cabernet Franc-Merlot,Quady North
4948,Portugal,"Fresh, juicy wine, with soft tannins and taut red cherry fruit. The tannins provide a discreet backbone. Age for 2–3 years.",JP Azeitão Tinto,86,9,Setubal,NA,NA,Roger Voss,@vossroger,Bacalhôa Wines of Portugal 2010 JP Azeitão Tinto Red (Setubal),Portuguese Red,Bacalhôa Wines of Portugal
5011,US,"Truly stunning, the Lewis Estate Riesling from Dunham explodes with fragrant fruits—citrus, melon and tropical. A symphony of subtle accents, such as powdered sugar, candied citrus peel and breakfast tea, this gorgeous bottle belongs with the short list of the very best of Washington's many Rieslings.",Lewis Estate Vineyard,95,20,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2010 Lewis Estate Vineyard Riesling (Columbia Valley (WA)),Riesling,Dunham
5032,France,"A wine that is rich in both tannins and ripe fruit. The 45% Cabernet Sauvignon in the blend gives the concentration of the wine, with spice and black berry fruits that are given an extra richness by the intense dark plums. The wine needs aging, so drink from 2018.",NA,91,24,Bordeaux,Haut-Médoc,NA,Roger Voss,@vossroger,Château Haut-Logat 2010  Haut-Médoc,Bordeaux-style Red Blend,Château Haut-Logat
5261,France,"Intensely rich, this wine is packed with flavors of spice, gingerbread and lychees. It has a full, rounded character with an intense spiciness that is anchored to a more structured texture. Drink now and until 2018.",NA,88,25,Alsace,Alsace,NA,Roger Voss,@vossroger,Trimbach 2010 Gewurztraminer (Alsace),Gewürztraminer,Trimbach
5281,South Africa,"Initial brambly berry aromas are partnered with hints of smoky bacon and caramel sauce. The flavors are solid and ripe but not overdone, with attractive notes of blackberry and wild cherry. The medium tannins and ample acidity lend good balance and texture to the wine, while a pleasant astringency lingers on the finish.",Primo,88,29,Paarl,NA,NA,Lauren Buzzeo,@laurbuzz,Fairview 2010 Primo Pinotage (Paarl),Pinotage,Fairview
5315,Argentina,"Bright, vivid and sizzling on the nose, then zesty, tight and acidic in the mouth, with high-toned plum, berry and red currant flavors offset by a touch of milk chocolate. Long on the finish, but not that nuanced or complex.",Reserve,88,17,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Nuna 2010 Reserve Malbec (Mendoza),Malbec,Nuna
5318,US,"Ripe and oaky, with notes of vanilla and buttered toast dominating pineapple and tropical fruit flavors. Brisk acidity provides a needed balance to all this richness.",NA,87,18,California,Sonoma Coast,Sonoma,NA,NA,Jenner 2010 Chardonnay (Sonoma Coast),Chardonnay,Jenner
5343,US,"A rustic, earthy and soft Zinfandel that's priced attractively. It has the right amount of blackberry fruit and fistfuls of bacon and toasty oak.",NA,87,15,California,Lodi,Central Valley,Virginie Boone,@vboone,Chessman 2010 Zinfandel (Lodi),Zinfandel,Chessman
