id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1,Portugal,"This is ripe and fruity, a wine that is smooth while still structured. Firm tannins are filled out with juicy red berry fruits and freshened with acidity. It's  already drinkable, although it will certainly be better from 2016.",Avidagos,87,15,Douro,NA,NA,Roger Voss,@vossroger,Quinta dos Avidagos 2011 Avidagos Red (Douro),Portuguese Red,Quinta dos Avidagos
47,US,"This is a sweet wine with flavors of white sugar, orange, honey and vanilla, all brightened by crisp acidity.",NA,86,13,California,Lake County,NA,NA,NA,The White Knight 2011 Riesling (Lake County),Riesling,The White Knight
506,Italy,"A blend of 70% Pinot Grigio and 30% Ribolla Gialla, this bright white opens with floral notes of jasmine and honeysuckle, white pepper and stone fruit. The Ribolla Gialla element adds structure and notes of caramel and pineapple.",NA,87,12,Northeastern Italy,Venezia Giulia,NA,NA,NA,Altùris 2011 White (Venezia Giulia),White Blend,Altùris
1386,US,"The high alcohol is a good indication of the ultraripe fruit flavors here. Raisins and cooked cherries dominate, set against a background of tart cherry-pie acids. The concentration is impressive, as is the purity of the fruit flavors.",NA,88,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine ,Schmidt 2011 Malbec (Southern Oregon),Malbec,Schmidt
1397,Portugal,"This LBV from the Bulas family vineyards, downriver from Pinhão is all ready to drink. It is fruity with just the right amount of structure. Fresh berry fruits are lifted by fine acidity and well integrated into the smooth, just tannic structure. Drink now.",Late Bottled Vintage,88,21,Port,NA,NA,Roger Voss,@vossroger,Bulas 2011 Late Bottled Vintage  (Port),Port,Bulas
1471,Italy,"Mature plum, ripe berry, baking spice, underbrush and a balsamic note are some of the aromas you'll find on this full-bodied wine. On the chewy palate, notes of cinnamon, clove and licorice add depth to dried cherry and raspberry. Velvety tannins give it just enough tension and texture. Drink 2018–2024.",Riserva,93,85,Tuscany,Brunello di Montalcino,NA,Kerin O’Keefe,@kerinokeefe,Villa Poggio Salvi 2011 Riserva  (Brunello di Montalcino),Sangiovese,Villa Poggio Salvi
1785,France,"A strong Merlot element has produced a ripe, juicy wine, full of fruit balanced with a subtle use of wood. It's a powerful, concentrated wine that has impressive tannins, rich berry fruits and acidity. Drink from 2018.",NA,91,26,Bordeaux,Médoc,NA,Roger Voss,@vossroger,Château Preuillac 2011  Médoc,Bordeaux-style Red Blend,Château Preuillac
1840,US,"From the winery's estate Bell Mountain ranch, a stretch of vineyard that reaches through Alexander Valley to the Russian River Valley, this is mostly Cabernet Sauvignon, blended with Merlot, Cabernet Franc and Petit Verdot. Tight in cranberry and puckering oak, it needs to air before enjoying.",Bell Mountain Vineyard,84,42,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Medlock Ames 2011 Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Medlock Ames
1856,US,"An overpowering aroma of cured meat on the nose recalls walking into an Italian deli, something one associates more readily with Cal-Ital varieties. Super tannic on the palate, the wine is slightly bitter and perhaps underripe.",Hendry Vineyard,83,55,California,Napa Valley,Napa,Virginie Boone,@vboone,Hendry 2011 Hendry Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hendry
1921,US,This is a rare beast from Washington—single vineyard Tempranillo aged in neutral oak coming in at less than 13% alcohol. It's soft and light with notes of red fruit and refreshing acidity that drops off on the back half.,E Cor Si Move Tempranillo 24K Vineyard,87,26,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Cor Cellars 2011 E Cor Si Move Tempranillo 24K Vineyard Tempranillo (Wahluke Slope),Tempranillo,Cor Cellars
2365,Austria,"Very spicy in character, the wine has a rich feel to it, offering a rounded palate with a touch of mango alongside the more complex almond and spiced pear flavors.",NA,88,NA,Burgenland,NA,NA,Roger Voss,@vossroger,Giefing 2011 Traminer (Burgenland),Traminer,Giefing
2455,US,"Aged for 30 months in French and American oak (90% new), this wine brings pleasing notes of café au lait, pencil lead, cashew and woodspice. Rich coffee and chocolate flavors are backed by a silky feel, with the wood playing prominent role.",The Reserve,90,30,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2011 The Reserve Merlot (Horse Heaven Hills),Merlot,14 Hands
